ID	Glottocode	Name	Group	ISO639P3code	ISOname	Location	Alias	Source	Abbr	Dialect_Of	Is_Proto
390	renn1242	Rennellese	POC	mnv	Rennell-Belona	Solomon Islands		elbert1975			false
19329	rere1240	Rerep	POC								false
956	rade1240	Rhade	PWMP	rad	Rade	Viet Nam	[aka: Rade]	tharpanduonya1980			false
19327	riri1237	Ririo	POC								false
957	riun1237	Riung	PCMP	riu		Indonesia (Nusa Tenggara)					false
958	nort2994	Roglai (Northern)	PWMP	rog	Roglai, Northern	Viet Nam	[aka: Roglai]				false
19668	ronj1237	Roinji	POC								false
392	roma1332	Roma	PCMP	rmm		Indonesia (Maluku)		jonker1932			false
19354	romb1245	Romblomanon	PWMP				[aka: Bikol Romblomanon]				false
960	roon1237	Ron	PSHWNG								false
393	waim1251	Roro	POC	rro	Waima	Papua New Guinea		capell1943			false
395	bilb1242	Rotinese	PCMP	bpz	Bilba	Indonesia (Nusa Tenggara)		jonker1908;fox1993a			false
394	rotu1241	Rotuman	POC	rtm		Rotuman		churchward1940			false
396	rovi1238	Roviana	POC	rug		Solomon Islands		waterhouse1949			false
397	ruka1240	Rukai	Form.	dru		Taiwan		li1977			false
966	ruka1240	Rukai (Budai)	Form.	dru	Rukai	Taiwan				397	false
19548	labu1252	Rukai (Labuan)	Form.							397	false
18979	ruka1240	Rukai (Maga)	Form.	dru	Rukai	Taiwan				397	false
968	ruka1240	Rukai (Mantauran)	Form.	dru	Rukai	Taiwan				397	false
969	ruka1240	Rukai (Tanan)	Form.	dru	Rukai	Taiwan				397	false
970	ruka1240	Rukai (Tona)	Form.	dru	Rukai	Taiwan				397	false
971	rung1259	Rungus Dusun	PWMP	drg	Rungus	Malaysia (Sabah)					false
19292	saaa1241	Sa	POC	sax		Vanuatu					false
18945	saaa1240	Sa'a	POC	apb	Sa’a	Solomon Islands		ivens1929			false
974	saar1237	Saaroa	Form.	sxr		Taiwan		tsuchida1976			false
18946	saba1265	Sa'ban	PWMP	snv		Malaysia (Sarawak)		blust1971;blust2001			false
19444	tora1261	Sa'dan Toraja	PWMP				[aka: Sa'dan]				false
400	sais1237	Saisiyat	Form.	xsy		Taiwan		li1978			false
977	sais1237	Saisiyat (Taai)	Form.	xsy	Saisiyat	Taiwan				400	false
19143	sais1237	Saisiyat (Tungho)	Form.	xsy	Saisiyat	Taiwan				400	false
978	saka1289	Sakao	POC	sku		Vanuatu					false
19580	saki1247	Sakizaya	Form.	ais		Taiwan	[aka: Sakizaya Amis, Amis (Sakizaya)]	lin2011			false
1002	kend1254	Salako	PWMP	knx	Kendayan	Indonesia (Kalimantan)	[aka: Selako]				false
19331	sali1295	Saliba	POC								false
19295	sout2918	Sama (Central)	PWMP	ssb	Sama, Southern	Philippines	[aka: Sama-Bajaw, Central Sama]				false
19487	pang1291	Sama (Pangutaran)	PWMP								false
19482	bala1311	Sama Linungan	PWMP								false
981	cent2092	Samal	PWMP	sml	Sama, Central	Philippines		reid1971			false
19479	bala1311	Samal (Balangingi )	PWMP				[aka: Balangingi Samal]	reid1971			false
19439	lagh1246	Samasodu	POC				[aka: Laghu]				false
19397	boto1242	Sambal	PWMP	sbl				madulid2001			false
546	boli1256	Sambal (Bolinaw)	PWMP	smk	Bolinao	Philippines	[aka: Bolinao]	mcfarland1977			false
18976	boto1242	Sambal (Botolan)	PWMP	sbl	Sambal, Botolan	Philippines		reid1971		19397	false
19716	boto1242	Sambal (Pinatubo)	PWMP					madulid2001		19397	false
19395	tina1248	Sambal (Tina)	PWMP					elgincolingoschnickandelgincolin1988		19397	false
983	maan1238	Samihim	PWMP	mhy	Ma’anyan	Indonesia (Kalimantan)					false
401	samo1305	Samoan	POC	smo		Samoa		milner1966			false
985	sang1337	Sangil	PWMP	snl		Philippines		reid1971			false
402	sang1336	Sangir	PWMP	sxn		Indonesia (Sulawesi)		stellerandaebersold1959			false
987	sang1336	Sangir (Siau)	PWMP	sxn	Sangir	Indonesia (Sulawesi)				402	false
988	sang1336	Sangir (Tamako)	PWMP	sxn	Sangir	Indonesia (Sulawesi)				402	false
989	owaa1237	Santa Ana	POC	stn	Owa	Solomon Islands					false
990	sapa1251	Saparua	PCMP	spr		Indonesia (Maluku)					false
404	sasa1249	Sasak	PWMP	sas		Indonesia (Nusa Tenggara)		goris1938			false
993	sasa1249	Sasak (Sewela)	PWMP							404	false
19336	sata1237	Satawal	POC								false
18755	sawa1247	Sawai	PSHWNG	szw		Indonesia (Maluku)	[aka: Weda]	whisler1992			false
997	sebo1238	Sebop	PWMP	sib	Kenyah, Sebob	Malaysia (Sarawak)	[aka: Long Luyang, Sebop (Long Luyang)]	blust1971			false
407	taro1264	Seediq	Form.	trv	Taroko	Taiwan		pecoraro1977			false
19214	teke1282	Seediq (Tkdaya)	Form.							407	false
19597	taro1264	Seediq (Toŋan)	Form.							407	false
19222	taro1264	Seediq (Truku)	Form.	trv	Taroko	Taiwan				407	false
19050	seim1238	Seimat	POC	ssg		Papua New Guinea		blust1975			false
668	seit1239	Seit	PCMP	hik	Seit-Kaitetu	Indonesia (Maluku)	[aka: Kaitetu]				false
19051	seka1247	Sekar	PCMP	skz		Indonesia (Papua)		gracend;walkernd			false
19531	seke1241	Seke	POC								false
1001	seko1243	Seko	PWMP	skx	Seko Padang	Indonesia (Sulawesi)					false
409	sela1259	Selaru	PCMP	slu		Indonesia (Maluku)		drabbe1932a			false
410	hali1244	Selau	POC	hla	Halia	Papua New Guinea		blust1975b			false
19361	seng1280	Sengga	POC								false
1005	seng1281	Sengseng	POC	ssz		Papua New Guinea					false
1006	biat1246	Sentah Land Dayak	PWMP	bth	Bidayuh, Biatah	Malaysia (Sarawak)	[aka: Sentah]				false
1007	cent2053	Serawai	PWMP	pse	Malay, Central	Indonesia (Sumatra)					false
1008	ukit1237	Seru	PWMP	szd		Malaysia (Sarawak)					false
411	seru1244	Serui-Laut	PSHWNG	seu		Indonesia (Papua)		anceaux1961			false
19460	sesa1243	Sesake	POC								false
19303	tidu1239	Sesayap	PWMP	tid	Tidong	Indonesia (Kalimantan)					false
19476	sesi1237	Sesivi	POC								false
1010	sian1254	Siang	PWMP	sya		Indonesia (Kalimantan)					false
1011	siku1242	Sichule	PWMP	skh	Sikule	Indonesia (Sumatra)					false
19685	siee1239	Sie	POC								false
414	sika1262	Sika	PCMP	ski		Indonesia (Nusa Tenggara)		meye1964			false
19334	sika1261	Sikaiana	POC								false
18785	bata1288	Simalungun Batak	PWMP	bts	Batak Simalungun	Indonesia (Sumatra)					false
415	sime1241	Simalur	PWMP	smr	Simeulue	Indonesia (Sumatra)		kahler1961			false
19422	simb1256	Simbo	POC								false
19661	sina1266	Sinaugoro	POC								false
412	baub1235	Singhi Land Dayak	PWMP	sne	Bidayuh, Bau	Malaysia (Sarawak)	[aka: Singhi]	reijffert1956			false
19674	sioo1240	Sio	POC								false
416	sira1267	Siraya	Form.	fos		Taiwan		campbell1996;adelaar1999			false
19431	sira1267	Siraya (Gravius)	Form.					adelaar2013		416	false
19432	sira1267	Siraya (Utrecht ms.)	Form.					adelaar2013		416	false
19754	siss1243	Sissano	POC								false
19500	nort2836	Siviri	POC								false
1017	sobe1238	Sobei	POC	sob		Indonesia (Papua)					false
419	tali1262	Soboyo	PCMP	tlv	Taliabu	Indonesia (Maluku)		fortgens1921			false
19641	lama1277	Solorese	PCMP					arndt1937			false
19705	solo1257	Solos	POC								false
420	sons1242	Sonsorol-Tobi	POC	sov	Sonsorol	Palau	[aka: Sonsorol]	capell1969			false
1021	sori1242	Sori	POC	sbh	Sori-Harengan	Papua New Guinea					false
19314	sout2856	Efate (South)	POC	erk	Efate, South	Vanuatu	[aka: Eratap, South Efate]	Thieberger2021			false
996	sout2859	Southeast Ambrym	POC	tvk	Ambrym, Southeast	Vanuatu		parker1970			false
1030	sout2869	Southwest Tanna	POC	nwi	Tanna, Southwest	Vanuatu	[aka: Imreang]				false
19313	sowa1244	Sowa	POC	sww		Vanuatu					false
1022	suau1242	Suau	POC	swp		Papua New Guinea	[aka: Suau (Daui), Daui Suau]				false
421	cent2089	Subanen/Subanun	PWMP	syb	Subanen, Central	Philippines		churchill1913;reid1971			false
19223	west2557	Subanon	PWMP	suc	Subanon, Western	Philippines		reid1971			false
1025	cent2089	Subanun (Sindangan)	PWMP	syb	Subanen, Central	Philippines		reid1971		19223	false
1026	sude1239	Sudest	POC	tgo		Papua New Guinea					false
19368	sula1248	Sula	PCMP				[aka: Fagudu, Sula (Fagudu)]				false
1027	sumb1241	Sumbawanese	PWMP	smw	Sumbawa	Indonesia (Nusa Tenggara)	[aka: Sumbawa]				false
418	sund1252	Sundanese	PWMP	sun	Sunda	Indonesia (Java and Bali)		coolsma1930			false
19542	nort3262	Sungai Beluran	PWMP								false
19507	uppe1427	Sungai Kuamut	PWMP								false
19386	idaa1241	Sungai Seguliud	PWMP				[aka: Seguliud]				false
1029	idaa1241	Supan	PWMP	dbj	Ida’an	Malaysia (Sabah)					false
19657	surs1246	Sursurunga	POC					hutchissonandhutchisson1975			false
19535	siee1239	Sye	POC								false
19434	east2440	Taba	PSHWNG					bowden2001			false
1031	mand1440	Tabar	POC	tbf	Mandara	Papua New Guinea		rossnda			false
1032	lawa1257	Taboyan	PWMP	lbx	Lawangan	Indonesia (Kalimantan)		hudson1967			false
1033	lund1271	Tabun	PWMP	lnd	  Lundayeh	Indonesia (Kalimantan)		ray1913			false
18947	taee1237	Tae'	PWMP	rob	Tae’	Indonesia (Sulawesi)		vanderveen1940			false
423	taga1270	Tagalog	PWMP	tgl		Philippines		panganiban1966;english1986			false
1040	tahi1242	Tahitian	POC	tah		French Polynesia					false
19217	taji1246	Tajio	PWMP	tdj		Indonesia (Sulawesi)		himmelmann2001			false
1041	taki1248	Takia	POC	tbc		Papua New Guinea		blust1975			false
19333	taku1257	Takuu	POC								false
19562	tala1287	Talantang Dusun	PWMP				[aka: Dusun (Talantang)]				false
19277	tala1285	Talaud	PWMP	tld		Indonesia (Sulawesi)		sneddon1984			false
1042	tali1259	Talise	POC	tlr		Solomon Islands		tryonandhackman1983			false
19713	talu1239	Talur	PCMP					taber1993			false
19625	malo1243	Tamambo	POC					tryon1976			false
1043	tamb1253	Tambotalo	POC	tls		Vanuatu		tryon1976			false
19392	tamb1254	Tambunan Dusun	PWMP				[aka: Dusun (Tambunan)]				false
1044	tami1290	Tami	POC	tmy		Papua New Guinea					false
424	mala1480	Tamuan	PWMP	xdy	Malayic Dayak	Indonesia (Kalimantan)		hudson1967			false
425	tang1348	Tanga	POC	tgg	Tangga	Papua New Guinea	[aka: Tangga]	bell1977			false
426	tang1347	Tangoa	POC	tgp		Vanuatu		tryon1976			false
1049	kano1244	Tanjong	PWMP	kxn	Melanau, Kanowit-Tanjong	Malaysia (Sarawak)		ray1913			false
19210	taok1237	Taokas	Form.	bzq	Babuza	Taiwan					false
19612	mara1399	Tape	POC					tryon1976			false
1051	buka1257	Tapuh	PWMP	sdo	Bidayuh, Bukar-Sadong	Malaysia (Sarawak)					false
1052	tidu1239	Tarakan	PWMP	tid	Tidong	Indonesia (Kalimantan)		beech1908			false
1054	tarp1240	Tarpia	POC	tpf		Indonesia (Papua)					false
19571	akei1237	Tasiriki	POC					tryon1976			false
19448	tasm1246	Tasmate	POC					tryon1976			false
19558	tata1257	Tatana	PWMP								false
19252	taut1234	Tau’t Batu	PWMP								false
18831	taus1251	Tausug	PWMP	tsg		Philippines		hassanashleyandashley1994			false
1056	tawa1275	Tawala	POC	tbo		Papua New Guinea		capell1943;ezard1985			false
19175	cala1258	Tboli	PWMP	tbk		Philippines	[aka: Tagabili]	awedunderwoodandvanwynen2004			false
18959	telu1263	Teluti	PCMP	tlt		Indonesia (Maluku)		wallace1962			false
19709	teni1244	Tenis	POC								false
1059	teop1238	Teop	POC	tio		Papua New Guinea					false
1060	tetu1245	Tetun	PCMP	tet		Indonesia (Nusa Tenggara)	[aka: Tetum]	morris1984			false
19643	tetu1246	Tetun (Dili)	PCMP							1060	false
1061	tetu1245	Tetun (Luka)	PCMP							1060	false
1062	thao1240	Thao	Form.	ssf		Taiwan		blust2003			false
1063	tomi1243	Tialo	PWMP	txm	Tomini	Indonesia (Sulawesi)					false
19293	tian1237	Tiang	POC	tbj		Papua New Guinea					false
1064	tidu1239	Tidung	PWMP	tid	Tidong	Indonesia (Kalimantan)	[aka: Tidong]	beech1908;lobel2016			false
19543	sout3241	Tidung Bengawong	PWMP								false
19468	sout3241	Tidung Malinau	PWMP					lobel2013			false
19619	sout3241	Tidung Mensalong	PWMP								false
19605	sout3241	Tidung Sumbol	PWMP								false
1065	buru1303	Tifu	PCMP					stresemann1927			false
432	tiga1245	Tigak	POC	tgc		Papua New Guinea		beaumont1979			false
19335	tiko1237	Tikopia	POC								false
19635	semb1240	Tingalan (East)	PWMP								false
19488	semb1240	Tingalan (West)	PWMP				[aka: Tinggalan, Tingalan]				false
1068	tinp1237	Tinputz	POC	tpz		Papua New Guinea		hostetlerandcarolyn1975			false
433	tiru1241	Tiruray	PWMP	tiy		Philippines		schlegel1971			false
1070	tita1241	Titan	POC	ttv		Papua New Guinea					false
19518	toak1237	Toak	POC								false
427	bata1289	Toba Batak	PWMP	bbc	Batak Toba	Indonesia (Sumatra)		warneck1977			false
19553	tobi1239	Tobilung Dusun	PWMP				[aka: Dusun (Tobilung)]				false
19054	loto1240	Toga	POC	lht		Vanuatu					false
1072	indo1317	Togian	PWMP	bdl	Bajau, Indonesian	Indonesia (Sulawesi)					false
1073	toke1240	Tokelauan	POC	tkl		Tokelau					false
19416	ralu1237	Tolai	POC				[aka: Raluana]				false
19357	matu1260	Tolai (Matupit)	POC							19416	false
945	kuan1248	Tolai (Nodup)	POC	ksd	Kuanua	Papua New Guinea				19416	false
946	kuan1248	Tolai (Nokon)	POC							19416	false
19192	tola1247	Tolaki	PWMP	lbw		Indonesia (Sulawesi)					false
19508	meko1237	Tolaki (Mekongga)	PWMP				[aka: Mekongga]				false
1074	tali1259	Tolo	POC	tlr	Talise	Solomon Islands					false
1075	tolo1255	Tolomako	POC	tlm		Vanuatu					false
19188	tomb1244	Tombonuwo	PWMP	txa	Tombonuo	Malaysia (Sabah)					false
1076	tomb1243	Tombulu	PWMP	tom		Indonesia (Sulawesi)					false
1077	tond1251	Tondano	PWMP	tdn		Indonesia (Sulawesi)		sneddon1978			false
1078	tond1251	Tondano (Kakas)	PWMP	tdn	Tondano	Indonesia (Sulawesi)				1077	false
19323	tong1322	Tonga	POC			Vanuatu		tryon1976			false
434	tong1325	Tongan	POC	ton		Tonga		churchward1959			false
1080	tons1239	Tonsawang	PWMP	tnw		Indonesia (Sulawesi)					false
1081	tons1240	Tonsea	PWMP	txs		Indonesia (Sulawesi)		sneddon1978			false
19052	tont1239	Tontemboan	PWMP	tnt		Indonesia (Sulawesi)		schwarz1908			false
19197	toab1237	Toqabaqita	POC	mlu	To’abaita	Solomon Islands					false
19527	rata1244	Toratán	PWMP	rth	Ratahan	Indonesia (Sulawesi)	[aka: Ratahan]				false
19624	tora1259	Torau	POC								false
1084	toto1304	Totoli	PWMP	txe		Indonesia (Sulawesi)					false
1085	trin1273	Tring	PWMP	tgq		Malaysia (Sarawak)					false
19209	basa1287	Trobiawan	Form.	byq	Basay	Taiwan					false
19373	tsat1238	Tsat	PWMP					thurgood1999			false
1087	tsou1248	Tsou	Form.	tsu		Taiwan		tsuchida1976			false
1088	tsou1248	Tsou (Duhtu)	Form.	tsu	Tsou	Taiwan				1087	false
19315	tsou1248	Tsou (Tfuya)	Form.	tsu	Tsou	Taiwan				1087	false
1089	tuam1242	Tuamotuan	POC	pmt		French Polynesia					false
19055	bwan1241	Tubetube	POC	tte	Bwanabwana	Papua New Guinea					false
19714	tugu1245	Tugun	PCMP					taber1993			false
19576	tuka1247	Tukang Besi	PWMP								false
1091	tunj1244	Tunjung	PWMP	tjg		Indonesia (Kalimantan)					false
19495	butm1237	Tur	POC								false
19682	tuto1241	Tutong	PWMP								false
1092	tutu1241	Tutuba	POC	tmi		Vanuatu					false
19417	tuva1244	Tuvaluan	POC				[aka: Nanumea]				false
1093	ubir1237	Ubir	POC	ubr		Papua New Guinea		rossnda			false
19470	ughe1237	Ughele	POC					tryonandhackman1983			false
1094	ujir1237	Ujir	PCMP	udj		Indonesia (Maluku)		collinsnda			false
19588	ukit1237	Ukit	PWMP					ray1913			false
1095	saaa1240	Ulawa	POC	apb	Sa’a	Solomon Islands		ivens1929			false
19356	ulit1238	Ulithian	POC								false
19170	umaa1242	Uma	PWMP	ppk		Indonesia (Sulawesi)	[aka: Uma (Toraja), Toraja Uma]	esser1964			false
1097	reja1241	Uma Baloi	PWMP								false
19393	umir1236	Umiray Dumaget	PWMP								false
19401	urav1235	Ura	POC					tryon1976			false
19227	urip1239	Uripiv	POC	upv	Uripiv-Wala-Rano-Atchin	Vanuatu		tryon1976			false
19687	urua1242	Uruava	POC								false
19492	tani1255	Utupua/Tanimbili	POC	tbe	Tanibili	Solomon Islands	[aka: Utupua, Tanimbili]	tryonandhackman1983			false
19225	vagh1249	Vaghua	POC	tva		Solomon Islands	[aka: Tarikukuri]	tryonandhackman1983			false
1100	baik1238	Vaikenu	PCMP	bkx	Baikeno	East Timor		capell1944			false
19350	vang1243	Vangunu	POC					tryonandhackman1983			false
19493	vano1237	Vanikoro	POC								false
19288	vano1237	Vano	POC	vnk		Solomon Islands		tryonandhackman1983			false
19478	vaoo1237	Vao	POC					tryon1976			false
1101	vari1239	Varisi	POC	vrs		Solomon Islands		tryonandhackman1983			false
1102	burm1263	Vartavo	POC	vrt	Burmbar	Vanuatu		tryon1976			false
19684	pakk1241	Vatrata	POC								false
19320	ghar1239	Vaturanga	POC	gri	Ghari	Solomon Islands		tryonandhackman1983			false
19413	bign1238	V'ënen Taut	POC				[aka: Unmet, Big Nambas]	tryon1976			false
19697	vera1241	Vera'a	POC								false
19264	vinm1237	Vinmavis	POC	vnm		Vanuatu		tryon1976			false
19345	lewo1242	Visina	POC					tryon1976			false
1103	mudu1242	Vitu	POC	wiv	Muduapa	Papua New Guinea		vandenberg2008			false
19220	bier1246	Vovo	POC	brj	Bieria	Vanuatu		tryon1976			false
19271	bier1246	Vowa	POC								false
18898	west2538	W.Tarangan	PCMP	txn	Tarangan, West	Indonesia (Maluku)					false
1104	west2538	W.Tarangan (Ngaibor)	PCMP							18898	false
1106	waga1268	Wagawaga	POC	wgw		Papua New Guinea					false
1107	sale1244	Wahai	PCMP	sau	Saleman	Indonesia (Maluku)	[aka: Waay]	wallace1962			false
19766	waha1238	Wahau	PWMP					smith2018a			false
19445	east2443	Wailengi	POC					tryon1976			false
19440	waim1252	Waima'a	PCMP								false
1109	weje1237	Waiyewa	PCMP				[aka: Wewewa, Weweya]	foxnd			false
19762	waka1277	Wakasihu	PCMP				[aka: Allang]				false
1110	wala1266	Wala	POC	lgl		Solomon Islands					false
1111	wamp1247	Wampar	POC	lbq		Papua New Guinea					false
1112	wand1267	Wandamen	PSHWNG	wad		Indonesia (Papua)		anceaux1961			false
19275	wara1300	Waray-Waray	PWMP	war		Philippines		abuyen2000			false
439	waro1242	Waropen	PSHWNG	wrp		Indonesia (Papua)		held1942;anceaux1961			false
1114	watu1247	Watubela	PCMP	wah		Indonesia (Maluku)		collinsnda			false
1115	watu1246	Watut	POC			Papua New Guinea		holzknecht1989			false
19639	wawo1239	Wawonii	PWMP								false
19060	west2519	Wayan	POC				[aka: Western Fijian]	pawleyandsayaba2003			false
441	weda1241	Wedau	POC	wed		Papua New Guinea		capell1943			false
19752	west2548	West Damar	PCMP				[aka: Damar (West)]				false
19675	ghar1239	West Guadalcanal	POC								false
1118	weta1243	Wetan	PCMP					josselindejong1987			false
1120	wind1244	Windesi	PSHWNG								false
19063	woge1237	Wogeo	POC	woc		Papua New Guinea		blust1975			false
1122	woii1237	Woi	PSHWNG	wbw		Indonesia (Papua)					false
443	wole1240	Woleaian	POC	woe		Micronesia		sohnandtawerilmang1976			false
1124	woli1241	Wolio	PWMP	wlo		Indonesia (Sulawesi)		anceaux1987			false
19770	moda1244	Woq Helaq Modang	PWMP					smith2018a			false
1125	wusi1237	Wusi-Mana	POC					tryon1976			false
19316	wusi1237	Wusi-Valui	POC					tryon1976			false
445	wuvu1240	Wuvulu	POC					blust1975			false
1128	yabe1254	Yabem	POC	jae		Papua New Guinea					false
1129	yaka1277	Yakan	PWMP	yka		Philippines		behrens2002			false
1130	yamd1240	Yamdena	PCMP	jmd		Indonesia (Maluku)		drabbe1932b			false
1131	yami1254	Yami	PWMP	tao		Taiwan		rauetal2012;tsuchidayamadaandmoriguchi1987			false
1132	yami1254	Yami (Imorod)	PWMP							1131	false
18242	yami1254	Yami (Iranomilek)	PWMP							1131	false
19311	yami1254	Yami (Iraralay)	PWMP							1131	false
1134	yape1248	Yapese	POC	yap		Micronesia		jensen1977			false
19274	yoga1237	Yogad	PWMP					mcfarland1977;davisandmesa2000			false
1135	toba1266	Yotefa	POC								false
19007	zaba1237	Zabana	POC	kji		Solomon Islands	[aka: Kia]	tryonandhackman1983			false
20001	east2712	Proto-Eastern Malayo-Polynesian	PEMP						PEMP		true
20002	sout3229	Proto-South Halmahera-West New Guinea	PSHWNG						PSHWNG		true
20003	mera1243	Merap	PWMP					smith2017c			false
20004		Formosan	Form.						Form.		true
