Language	Form	Species
330	ai	object
330	ake	Dodonaea viscosa
330	huhu	Prionoplus reticularis
330	ihe	Hemirhamphus intermedius
330	inaŋa	Galaxias attenuatus
330	inaŋa	Retropinna retropinna
330	kahi	Hyridella menziesi
330	kahi	Amphidesma australe
330	kā-kaka	Pteridium aquilinium
330	kie-kie	Freycinetia banksii
330	namu	Austrosimulium
330	peka-peka	Chalinolobus morio
330	peka-peka	Mystarops tuberculatus
330	pia mānuka	Leptospermum scoparium
330	pia mānuka	Leptospermum scoparium
330	pipi	Chione stuchburyi
330	pipi	Amphidesma australe
330	piri-piri	Acaena anserinifolia
330	piri-piri	Hymenophyllum sanguinolentum
330	piri-piri	Hymenophyllum demissum
330	piri-piri	Haloragis incana
330	piri-piri	Haloragis micrantha
330	piri-piri	Bulbophyllum pygmaeum
330	pū	Lunella smaragda
330	pū	Zediloma aethiops
330	pua pua	Clematis paniculata
330	pure	Notovola novaezelandiae
330	pure	Pectinidae
330	raho	labia majora
330	rō	Argosarchus horridus
330	ruru ~ ruru-ruru	Ninox novaseelandiae
330	tara	membrum virile
330	taro	Colocasia antiquorum
330	tio	Saxostrea glomerata
330	tio-para	Ostrea sinuate
330	tuna	Anguilla dieffenbachii
330	tuna	Anguilla australis
330	tū-tae atua	Lycoperdon
330	ura	Grimothea gregaria
330	uwhi, uhi	Dioscorea
330	whai	Dasyatis brevicaudatus
330	whai	Raja nasuta
330	whara	Astelia
330	whara	Astelia
330	whara	Phormium
330	whara	Typha
330	whau	Entelea arborescens
330	whau	Nothopanax arboreum
828	mon	Pandanus conoideus
331	aniboŋ	Oncosperma
331	anilaw	Columbia serratifolia (Cav.)
331	aramay	Pipturus arborescens
331	aroqan	Ophiocephalus striatus
331	atep	Imperata cylindrica
331	atis	Anona squamosa Linn.
331	atis	Annona squamosa
331	bago	Hibiscus tiliaceus L.
331	bakaw	Rhizophora
331	bakoŋ	Crinum asiaticum
331	balintiʔ	Schefflera insularum Seem. Harms
331	balonoʔ	Mangifera jack
331	bantad	Sorghum vulgare pers.
331	bemben	Donax cannaeformis
331	bentoŋ	Gigantochloa Levis Blco. Merr.
331	bomboŋ	Thysanolaena maxima Roxb.
331	boroŋan	Musa sapientum
331	dalimaʔ	Punica granatum
331	delay	Coix lachryma-jobi
331	ditaʔ	Alstonia scholaris
331	galogaʔ	Bixa orellana L.
331	giʔ	Imperata cylindrica L.
331	gorami	Osphronemus goramy
331	gorami	gourami
331	ibaʔ	Averrhoa bilimbi L.
331	indaŋ	Clerodendron Brachyanthum
331	indaŋ	Macaranga hispida Blm./Muell.-Arg.
331	ipil	Intsia bijuga (Colebr.) O. Ktze.
331	ipil-ipil	Leucaena glauca (L.) Benth.
331	kakaw	Theobroma cacao
331	kapok	Ceiba pentandra
331	kasep	Drymaria cordata L
331	kasep a taw	Oxalis repens Thunb.
331	kasomba	Bixa orellana L.
331	kataŋan-taŋan	Jatropha curcas
331	katombar	Capsicum frutescens
331	katoray	Sesbania grandiflora
331	kolo	Artocarpus elastica Reinw.
331	labnog	Garcinia
331	lawi a alaw	Habenaria
331	lawi a manok	Digitaria Argyrostachya
331	lawi a manok	Sporobolus diandrus
331	leŋa	Sesamum orientale
331	madaŋ	Artocarpus odoratissima
331	nara	Pterocarpus indica
331	niog	Cocos nucifera
331	nipaʔ	Nipa fruticans
331	nonaŋ	Cordia dichotoma
331	nonaŋ	Cordia dichotoma
331	nonok	Ficus
331	obi	Ipomoea batatas
331	pako	Athyrium esculentum
331	palata	Puntius palata Herre
331	paŋi	Pangium edule Reinw.
331	pariaʔ	Momordica charantia L.
331	paʔit	Cyprinid
331	polot-an	Uvaria Leytensis
331	ponai	Osmotreron
331	poni	Marattia
331	puni	Marattia
331	rambayoŋ	Ipomoea pes-caprae
331	sampagita	Jasminum multiflorum
331	santol	Sandoricum koetjape
331	santol	Sandoricum koetjape
331	sayoti	Sechium edule
331	sesed	Fimbristylis miliacea
331	sibukaw	Caesalpinia sappan
331	siŋgamas	Pachyrrhizus
331	tagom	Indigofera suffruticosa
331	talisay	Terminalia catappa
331	tanaŋaw	Leptacorisa acuta
331	taŋigi	Scomberomorus commersoni Lacepède
331	tebo	Saccharum officinarum
331	teriŋ	Bambusa vulgaris
331	tisaʔ	Breynia cernua
331	toa	Derris elliptica
331	todiʔ	Sesbania grandiflora (Linn.) Pers.
331	waka	Musa textilis Nee
832	cou	Egretta sacra
832	itoŋo	Siganus corallinus
832	palata	Coryphaena hippurus
832	pivivi	Limosa
832	vaɣo	Heliconia
832	vasara	Vitex cofassus
832	zilatoŋo	Laportea interrupta
832	zilatoŋo	ruderalis
833	jera	Holocentrus
833	ṃọṇe	Naso unicornis
833	wōt	Alocasia
19186	átis	Annona squamosa
19186	dápdap	Erythrina indica
19186	lakatán	Musa sapientum
19186	lakatán	lacatan
19186	síŋkamas	Pachyrrhizus erosus
837	ꞌna³	Arenga pinnata
349	ñipaʔ	Nipa fruticans
349	tuba	Derris elliptica
18953	ñatəuʔ	Palaquium
577	ñatəuʔ	Palaquium
840	kərət	Parinarium laurinum
840	kərət	Parinari laurinum
840	pasa	Vitex cofassus
840	taliza	Terminalia catappa
335	mutäi, muntäi	Citrus grandis
335	padat	Pandanus odoratissimus L.
335	tuba	Derris elliptica, Leguminosae
843	ne-silat	Dendrocnide
337	biruaŋ	Ursus malayanus
337	(h)aru	Casuarina equisetifolia
337	jariaŋau	Acorus calamus
337	jilataŋ	Laportea
337	ra(n)sam	Gleichenia linearis
337	ra(n)sam	Gleichenia linearis
337	sapaŋ	Caesalpinia sappan
337	talas	Colocasia antiquorum
337	taŋgíri	Scomberomorus
337	taŋgíri	Cybium
338	nibuŋ	Oncosperma
848	kaboiya	Plotosus lineatus
848	kiton	Siganus punctatus
848	kiton	Siganus lineatus
848	utul	Aprion virescens
849	nienu	Morinda citrifolia
18975	bula-na	Mons veneris
18975	tuva	Derris
18975	tuva-i	Derri
18975	ʔutaʔuta	Dioscorea pentaphylla
245	bagu	Gnetum gnemon
245	bakan	Lauraceae
245	bantoŋ	Anoa
245	binuaŋ	Octomeles Moluccana
245	bomban	Maranta dichotoma
245	bonutan	Mallotus Moluccanus
245	insil	Trema orientale
245	kapot	Gossypium herbaceum
245	kulug	Artocarpus incisa
245	muntoi	Cyclostemon macrophyllus
245	nantuʔ	Palaquium obtusifolium
245	nipaʔ	Nipa fruticans
245	opoḷat	Ficus politoria
245	padaŋ	Imperata cylindricaImperata arundinacea
245	paŋi	Pangium edule
245	pogopat	Metrosideros vera
245	tabaʔaŋ, tobaʔaŋ	Cordyline terminalis
245	taḷoŋ	Dammara Celebica
245	tawan	Pometia pinnata
245	togop	Artocarpus elastica
245	wakat-an	Rhizophora conjugata
344	gaviga	Eugenia malaccensis
344	gire	Pandanus odoratissimus
344	pepe	Chaetodon
344	tawan	Nephelium pinnatum
344	ur	Spondias dulcis
344	var, varu	Hibiscus tiliaceus
344	viso	arundo
344	vutu	Barringtonia speciosa
344	wo-ur	Spondias dulcis
344	wo-vutu	Barringtonia
863	no-gog	Macaranga tanarius
863	pwol-pwol	Acanthurus leucopareius
863	pʷon-pʷon	Guettarda speciosa
863	viho	Saccharum spontaneum
863	wōt-wōt	Arothron hispidus
345	adia	Aprion virescens
345	adia	Lethrinus microdon
345	alaga	Fucus
345	bani	Salonum verbascifolium
345	bua-tau	Areca catechu
345	dabutu	Acanthopagrus berda
345	deadea	Kleinhofia hospita
345	kivivi	Tringoides hypoleucus
345	kuru-kuru	Imperata cylindrica
345	mada	Perameles
345	nara	Pterocarpus indicus
345	niu	Cocos nucifera
345	nonu	Morinda citrifolia
345	pune	Myristicivora spillorrhoa
345	tadiva	Lutjanus gibbus
345	tai	Hibiscus tiliaceus
345	tai	Hibiscus tiliaceus
345	talo	Arum esculentum
345	tohu	Saccharum
345	tuha	Derris uliginosa
345	vai-vai	Mangifera indica
350	ntamate	tomat
350	tuwa	Derris elliptica
1067	pauʔ	Mangifera foetida
1067	tuwo	Derris
352	aiu (&lt;Hap.)	Birgus
352	arita	Parinarium laurinum
352	kaviu	Syzygium samarangense
352	ki-kiau	Megapodius
352	ki-kiau	Megapodius
352	otou	Cycas rumphii
352	tamanu	Calophyllum
352	tamanu	Calophyllum
352	taon	Pometia pinnata
19524	pano-pan	Guettarda
878	drow	Intsia bijuga
878	drow	Thunnus albacares
878	kemey	Elagatis bipinnulata
878	n-alit	Parinarium laurinum
878	non	Morinda citrifolia
878	pirow	Calophyllum inophyllum
19235	na-vak	Pandanius dubius
881	apuni	Alsophila
355	alit	Parinarium laurinum
355	moy	Pandanus conoideus
355	pitɨ	Calophyllum inophyllum
887	heɣe-heɣe	Centropus
887	vaɣo	Heliconia salomonensis
888	bun(a)	Columbidae
888	daul	Fregata ariel
888	kadik	Hymenoptera
888	kadik	Formicidae
888	laia	Zingiberaceae
888	laŋ	Diptera
888	laŋ	Muscoidea
888	rau-rau	Leguminoseae
888	rau-rau	Erythrina variegata
888	rau-rau	Erythrina indica
888	seŋ	Trichoglossus haematodus
888	tio	Mulloidichthys flavolineatus
888	tio	Mulloidichthys flavolineatus
888	to	Saccharum officinarum
888	to-tor	Cordia subcordata
19519	buak	Fagraea schlechteri
19519	pwīrip	Cyanorhampus cornutus
357	fai	Albizia chinensis
357	kedha	Cordia dichotoma
357	kéri	Imperata cylindrica
357	mimi kéri	Imperata cylindrica
18577	aka	own
18577	ama	own
18577	lasat	Lansium domesticum
18577	padaŋ	Imperata cylindrica
18577	tuan	hajj
18577	tuŋkul	puso
359	bolo-bolo	Ctenochaetus binotatus
359	gali	Asaphis deflorata
359	gima	Tridacna gigas
359	habaga	Alstonia scholaris
359	havulu	Pelecypod
359	havulu	Pinna
359	homu	Pelecypod, Spondylus
359	huru	Lethrinus harak
359	huru	L. obsoletus
359	iga vila	Zebrasoma veliferum
359	lala	Trochus niloticus
359	lili	Turbo petholatus
359	luhu	Tridacna
359	novu	Peptoscopus
359	nuho	Sepioteuthis
359	rara	Erythrina
359	talihe	Terminalia catappa
359	tavuli	Charonia tritonis
359	tita	Parinarium
359	tue	Pelecypod
359	tue	Batissa
359	tue-kunukunu	Batissa
359	tue-tue	Pelecypod
359	tue-tue	Tellina
359	vaha	Vitex cofassus
359	vinua	Macaranga tanarius
359	vulu (ni) mbolo	Echinus
359	vulu-vulu	Amaranthus
359	vutu	Barringtonia
361	talõ	Caladium
362	falaŋai	Barringtonia samoensis
362	fetau	Calophyllum inophyllum
362	fue	Merremia peltata
362	futu	Barringtonia asiatica
362	ifi	Inocarpus fagiferus
362	kafika	Eugenia inophylloide
362	kava	Piper methysticum
362	koka	Baccaurea seemannii
362	nonu	Morinda citrifolia
362	pano-pano	Guettarda speciosa
362	pepe	Clitoria terneata
362	piu	Eupritchardia pacifica
362	pua	Fagraea berteriana
362	pua liki	Ficus prolixa
362	pua liki	Ficus obliqua
362	talo	Colocasia esculenta
362	tamanu	Calophyllum inophyllum
362	tava	Pometia pinnata
362	tavahi	Rhus taitensis
362	telie	Terminalia catappa
362	toa	Casuarina equisetifolia
362	toto	Euphorbia atoto
362	tui-tui	Aleurites moluccana
362	ufi	Dioscorea alata
362	utu	Sphyraena
362	utu	Aprion virescens
19409	vinue	Macaranga involucrata
363	bibi	Cyclotinella remies
363	bibi	Tellinidae
363	bua	Guettarda speciosa L.
363	dalo	Colocasia esculenta
363	ganava	Cordia subcordata Lam.
363	gima	Hippopus hippopus
363	givi-givi	Arenaria interpres
363	hedau	Calophyllum inophyllum L.
363	mada umaŋa	Cyrtosperma
363	nonu	Morinda citrifolia
19603	te-hiko	Halcyon saurophaga
904	bunala	Platax
904	kulawi	Epinephelus
904	mamina	Cheilinus undulatus
904	ulana	Megalops cyprinoides
364	ur	Artocarpus communis
364	yār	Casuarina equisetifolia
364	yār	Casuarina equisetifolia
19761	namu-namu	Cynometra
18147	ara	Ficus benjamina
18147	ara	F. retusa
18147	biriŋ	Framboesia tropica
18147	dekeŋ	Cervus equinus
18147	en-dapdap	Erythrina indica
18147	gamber ~ gambir	Uncaria gambir
18954	ʔali-sosoʔ ~	Hemidactylus frenatus
586	ih	Intsia bijuga
586	ih	Intsia bijuga
586	ketik	Parinarium laurinum
586	ketik	Parinari laurinum
586	puk	Barringtonia
506	antaʔ	onta
507	kabatiti	Callicarpa caudata
507	kabatiti	Verbenaceae
507	lago	Myristica fatus
507	latoŋ	Urtica bullata
240	adas	Cannabis sativa
240	buah tomat	Solanum lycopersicum
240	buah tomat	tomaat
240	sawaŋ	Cordyline fruticosa
240	tali tali	Quamaclit pennata
19201	nipa	Nipa fruticans
511	tawanga	Pometia pinnata
511	tuva	Derris elliptica
235	ajak	desires
235	ajak	do
235	baŋkudu	Morinda
235	ka-kul	cf
235	kali-kukun	Schoutenia ovata
235	puñan bunut	Cynometra ramiflora
235	saga	Abrus precatorius L.
19193	kaw	Piper methysticum
243	anakan habu	Ophiocephalus striatus
243	biruaŋ	Ursus malayanus
243	hampalas	Tetracera assa
243	hanaw	Arena
519	kire	Eclectus
519	manuka	Haliaeetusanfordi
236	ambawa	Mangifera odorata
236	am-puni	Alsophila
236	baraŋa	Citrus acida
236	biŋka	Donax cannaeformis
236	bomba	Maranta dichotoma
236	bomba	Maranta dichotoma
236	bubi	Artocarpus dasyphylla
236	buga	Alocasia macrorrhiza
236	bune	Antidesma bunius
236	galiŋgaŋ	Cassia alata Linn.
236	impo	Antiaris toxicaria
236	jole	Coix agrestis
236	jole goa	Zea mays
236	ka-kawu	Eriodendrum anfractuosum
236	kayumpaŋ ~ kalumpaŋ	Sterculia foetida
236	ma-kata	Alocasia celebica
236	nipa	Nipa fruticans
236	paŋi	Pangium edule
236	patu	Dendrocalamus flagellifer
236	pune	Treron
236	raʔu	Dracontomelon mangiferum
236	suka	Gnetum gnemon L.
236	suli	Colocasia antiquorum
236	suli	Colocasia antiquorum
236	tawa	Dysoxylum acutangulum
236	tawa	Dysoxylum acutangulum
236	tomate	Lycopersicum esculentum
236	tuwa	Derris elliptica
236	waka	Lauraceae: Litsea
236	wayo wuyu	Bambusa longinodis
236	wenua	Octomeles Moluccana
236	wiu	Licuala Rumphii
236	wuli	Bridelia minutiflora
236	wuŋa	Ocimum sanctum
525	namu-namu huanu	Cynometra
237	a-sigo	Halcyon
237	(a)sigo	Halcyon
524	nikuŋ	Oncosperma
19191	kebiŋ	Ursus malayanus
19191	niuŋ	Oncosperma
19191	tukkih	Derris elliptica
244	ábaka	Musa textilis
244	agúho	Casuarina equisetifolia
244	alupag	Litchi sinensis
244	alupag	philippinensis
244	anáhaw	Livistona chinensis
244	atipulo	Artocarpus treculianus
244	átis	Anona squamosa
244	átis	Annona squamosa
244	átis	Annona squamosa
244	bakáw-an	Rhizophora
244	baliŋbíŋ	Averrhoa carambola
244	bani	Pongamia pinnata
244	bígaʔ	Alocasia macrorrhiza
244	bitáʔog	Calophyllum
244	bitáʔos	Wrightia pubescens
244	bula	Shorea albus
244	búŋa	Areca catechu
244	burí	Corypha umbraculifera
244	butíti	Tetradon lunaris
244	bútoŋ	Barringtonia asiatica
244	dalupániʔ	Leiognathus insigniator
244	dalúpaŋ	Urena lobata
244	dapdáp	Erythrina indica
244	dayaŋdáŋ	Lophopetalum toxicum
244	dáʔo	Dracontomelum dao
244	dílis	Stelophorus commersoni
244	dúŋon	Heritiera littoralis
244	gugón	Imperata cylindrica
244	gúgoʔ	Entada phaseolus
244	ípil	Intsia bijuga
244	ipíl-ípil	Leucaena glauca
244	kahél	Citrus aurantium
244	kakáw	Theobroma cacao
244	kaláwag	Curcuma longa
244	kamagóŋ	Diospyros discolor
244	kamuníŋ	Murraya paniculata
244	kámya	Hedychium coronarium
244	kulítis	Amaranthus viridis
244	laŋkáʔ	Artocarpus heterophylla
244	lawáʔan	Shorea negrosensis
244	lawáʔan	Pentacme contorta
244	lawáʔan	P. mindanensis
244	lukbán	Citrus grandis
244	makópa	Syzygium malaccense
244	ma-mali	Leea guineensis
244	nága	Pterocarpus indica
244	nára	Pterocarpus
244	nátoʔ	Plagium
244	nípaʔ	Nypa fruticans
244	pagatpát	Sonneratia alba
244	palawan	Tristaniopsis decorticata
244	pánaw	Tinea flave
244	panáw-on	Tinea flava
244	ramí	Boehmeria nivea
244	rímas	Artocarpus altilis
244	sagó	Metroxylon
244	sampálok	Tamarindus indicus
244	santán	Ixora stricta
244	sayóte	Sechium edule
244	siŋkamás	Pachyrrhizus erosus
244	siŋkamás	Pachyrrhizus erosus
244	taŋa	Prunus grisea
244	taŋán-taŋán	Ricinis communis
244	taŋán-taŋán	Ricinus communis
244	taŋlád	Andropogon citratus
244	tublíʔ	Derris elliptica
244	tuŋaw	Astronia
244	úbi	Dioscorea alata
19568	kahél	Citrus aurantium
19568	sayóte	Sechium edule
241	ati	Imperata cylindrica
241	fonu	Chelonia mydas
241	nara	Pterocarpus indicus
241	nonu	Morinda
241	pampa	Vitex pubescens
241	rea	Zingiber officinale
241	rida	Alstonia scholaris
241	taŋga	Millingtonia hortensis
241	wuwu	Sterculia foetida
242	bəbaŋ	Ursus malayanus
242	tuva	Derris elliptica
19012	agas	Aporosa sphaeridophora
19012	bulaʔ-bulaʔ	Derris elliptica
19012	ulayan	Lithocarpus
540	alik	Parinarium laurinum
540	dalis	Terminalia catappa
540	moy	Pandanus conoideus
540	ñoy	Morinda citrifolia
540	puk	Barringtonia
18952	belilo	Notopterus
542	belilo	Notopterus
19301	kanalum	Diospyros ahernii
19301	latoŋ	Trema cannabina
19301	sudu-sudu	Euphorbia neriifolia
544	nipaʔ	Nipa fruticans
246	bákan	Litsea perrottetii
246	bákan	Lauraceae
246	bálat	Musa
246	balátuŋ	Vigna
246	banál	Smilax bracteata Presl.
246	banúg	Accipiter virgatus confusus
246	banyákaw	Dysoxylon sp. (Meliac.)
246	baŋ-báŋun	Ocimum sanctum
246	bátaŋ	Blumea
246	bat-bátaŋ	Blumea
246	baʔáy	Pueraria javanica
246	bilus	Acalypha angatensis
246	bugnáy	Ardisia
246	bugnáy	Myrsinac.
246	gəmgəm	Mimosa
246	gulun	Imperata cylindrica
246	kamátis	Lycopersicum esculentum
246	katana	Ricinus communis
246	kawáyan	Bambusa
246	káʔəw	Pinus insularis
246	kúnəg	Curcuma zedoaria
246	láŋka	Artocarpus heterophyllus
246	láya	Zingiber officinale
246	págəy	Oryza sativa
246	patáni	Phaseolus lunatus
246	páyuŋ	Lagenaria leucantha
246	sabaŋ	Erythrina variegata
246	sabaŋ	Fabaceae
246	sabaŋ	Erythrina varietata
246	saŋa-saŋá	Cyperus distans
246	tat-taʔi	Asclepiad
246	yakál	Hopea
246	ʔamtí	Solanum nigrum
246	ʔamtí	Solanaceae
246	ʔanták	Vigna sesquipedalis L.
246	ʔaplás	Ficus ulmifolia Lam. (Morac.)
246	ʔatə́p	Imperata cylindrica
246	ʔənə́p	Bridelia glauca B1.
246	ʔənə́p	Euphorbiac.
246	ʔinyug	Cocos nucifera
246	ʔúbi	Dioscorea alata Linn.
239	anuaŋ	Anoa depressicornis
239	butuŋ	Barringtonia
239	ka-taŋka	Millingtonia hortensis
239	kima	Tridacna gigas
239	sɨrre	Andropogon nardus
248	aru	Casuarina
248	nuli	Pisonia grandis
248	odu	Palolo viridis
248	vaha	Pandanus
248	vaha	compressus martalli
248	vutu	Barringtonia
248	vu-vulu	Piper betle
249	bali	Oncosperma
249	o-lolaf	Erythrina indica
249	wat	Rhizophore
560	vili	Trichoglossus haematodus
560	vili	Charmosyna palmarum
250	banal	Smilax china
250	basað	Pueraria hirsuta
250	dakus	Cinnamomum camphora
250	dala	Liquidambar formosana
250	liah	Imperata cylindrica
250	litu	Eriobotrya deflexa
250	naðaʔ	Sambucus formosana
250	qanus	Begonia aptera
250	samaq	Lactuca indica
250	tulbus	Zelkova Formosana
19165	basað	Pueraria hirsuta
18974	dakus	Cinnamomum camphora
18974	naðaʔ	Sambucus formosana
18974	qanus	Begonia aptera
18974	samaq	Lactuca indica
251	fahu	Hibiscus tiliaceus
251	feten	Panicum italicum
251	kanaŋa	Cananga odorata
251	tefu	Saccharum officinarum
251	teha-t	Intsia bijuga
251	timun	Cucumis sativus L.
251	tui	Dolichandrone spathacea
251	uman	Pagurus pollicarus
251	wakat	Rhizophora
225	birah	Alocasia
225	iboih	Corypha gebanga Bl.
225	kulu	Artocarpus incisa
225	nibōŋ	Oncosperma filamentosum Bl.
465	layá	Zingiber officinale
465	salaŋ	Agathis philippinensis
19194	layá	Zingiber officinale
19194	salaŋ	Agathis philippinensis
226	abaká(h)	Musa textilis
226	anáhaw	Livistona rotundifolia
226	anílaw	Grewia eriocarpa
226	atímon	Cucumis melo L.
226	átis	Anona squamosa Linn.
226	átis	Annona squamosa
226	átis	Annona squamosa
226	bágo(h)	Gnetum gnemon
226	bakáw-an	Rhizophora mucronata
226	baléteʔ	Ficus benjamina L.
226	banabá(h)	Premna cumingiana Schaver
226	bana-bana(h)	Anona muricata L.
226	bánban	Donax cannaeformis
226	baŋa(h)	Orania palindan
226	báŋkae	Nauclea junghuhnia
226	baŋkilíŋ	Cicca acida
226	bugáŋ	Phragmites vulgaris
226	búgnay	Antidesma bunius (L.) Spreng.
226	búŋa(h)	Areca catechu var. Alba
226	buŋúean	Musa sapientum
226	buŋúean	suaveolens
226	burí(h)	Corypha elata
226	butóŋ	Bambusa vulgaris
226	búybuy	Ceiba pentandra Linn.
226	búybuy	Ceiba pentandra L.
226	búyoʔ	Piper betle
226	eábnog	Ficus hauili
226	gábi	Colocasia esculenta
226	hámtak	Vigna sesquipedalis
226	ibaʔ	Averrhoa bilimbi L.
226	índaŋ	Artocarpus cumingiana Trec.
226	ípil	Intsia bijuga
226	kahíl	Citrus maxima
226	kakáw	Theobroma cacao
226	kamátis	Lycopersicum esculentum
226	katúray	Sesbania grandiflora
226	kawáyan	Dendrocalamus merrillianus
226	kugon	Imperata cylindrica
226	kugon	Imperata exaltata
226	makúpa	Eugenia aquea
226	mustása	Brassica integrifolia
226	nátoʔ	Nauclea junghuhnii
226	nípaʔ	Nipa fruticans
226	páeay	Oryza sativa
226	pagátpat	Sonneratia caseolaris (Linn.)
226	páhoʔ	Mangifera altissima
226	pakú(h)	Athyrium esculentum
226	páŋdan	Pandanus tectorius
226	ramí	Boehmeria nivea
226	sábʔa	Musa sapientum
226	sago(h)	araro
226	siŋkamás	Pachyrrhizus erosus
226	talinum	Talinum triangulare
226	talísay	Terminalia catappa
226	táŋead	Andropogon citratus
226	tuba	Jatropha curcas
226	úbi	Dioscorea alata
226	yakál	Shorea gisok
226	yakál	Shorea balangeran
472	bai	Falcataria Moluccana
472	tawa	Pometia
227	faŋas	Melia azedarach
227	kamaya	Diospyros discolor
227	kliw	Boehmeria frustescens
227	ʔalem	Manis tricupis
227	ʔalopal	Diospyros kaki
475	kawu-kawu	Eriodendrum anfractuosum
19378	na-teŋ	Ficus adenosperma
19378	na-uras	Morinda citrifolia
19378	ne-koa	Ecsenius
19378	n-hau	Hibiscus tiliaceous
478	tawan	Pometia
229	ate	Wedelia biflora
229	ate	Adenostema lavenia
229	ipi	Inocarpus fagiferus
229	putu	Barringtonia asiatica
229	taro	Colocasia esculenta
481	jihi	Codiaeum variegatum
481	va-pune	Ptilinopus greyii
18004	niu ni taoha	Nipa fruticans
485	aragau	Haliaster girrenera
485	arite	Terminalia catappa
485	asusu	Birgus latro
485	bubu	Balistes
485	buru	Parinarium laurinum
485	darao	Physalia
485	diri	Dracaena
485	huni	Tinea circinata tropica
485	hure	Convolvulus
485	huu	Barringtonia speciosa
485	kire ~ gire	Pandanus odoratissimus
485	kuku	Arca
485	niu taoha	Nipa fruticans
485	rara	Erythrina indica
485	saru	Casuarina
485	saru	Casuarina
485	saru	Casuarina
485	siri	Lorius chlorocereus
485	uri	Spondias dulcis
485	ʔanawe	Phaeton aethurus
485	ʔurahu	Oligorus gigas
486	kire ~ gire	Pandanus odoratissimus
18016	dalima	Punica granatum
18016	heten	Panicum
18016	hila	Alocasia macrorrhiza
18016	hua	Crocodilus porosus L.
18016	hulu pana	Echinodea
18016	hutun ai	Barringtonia asiatica (L.) Kurz.
18016	iɁa selu	Tylosurus macleayanus Ogilby
18016	iʔa mamin	Cheilinus trilobatus Lacepede
18016	iʔa mamin	Diagrammus Lacepede
18016	lale	Diptera
18016	lawa kima	Tridacna gigas
18016	luin	Dugong dugong Muller
18016	manu	Gallus
18016	marəl	Phalanger orientalis orientalis
18016	nenu	Morinda citrifolia
18016	niwel	Cocos nucifera
18016	suɁun	Artocarpus
18016	tahuli	Strombus
18016	talutun	Arothron aerostaticus
18016	talutun	Dicotylichthys myersi
18016	talutun	punctulatus
18016	tehu	Saccharum officinarum
18016	tuha	Derris elliptica
18016	wenu	Chelonia
493	gitu	Eriobotrya deflexa
493	iluk	Rubus parvifolius
493	maqaw	Litsea cubea
493	qaglu	Phragmites longivalis
493	qa-qnus	Begonia aptera
493	qesipa	Trionix sinensis sinensis
493	raga	Aceraceae
493	rakus	Cinnamomum camphora
493	sina	Erechtites
496	iluk	Rubus parvifolius
496	maqaw	Litsea cubea
496	qaglu	Phragmites longivalis
496	qa-qnus	Begonia aptera
496	rakus	Cinnamomum camphora
496	sina	Erechtites
497	gitu	Eriobotrya deflexa
234	ci	Cordyline
234	ci	Dracaena
234	oa	Intsia bijuga
234	pia	Alocasia
234	piʔaw	Calophyllum inophyllum
234	ti	Dracaena
19698	nayah	Pterocarpus indica
19250	kira	Sterna albifrons
273	baháy	Leguminosae
273	baháy	Pueraria phaseoloides
273	bákan	Lauraceae: Litsea
273	bakháw	Rhizophora
273	balántiʔ	Kleinhovia hospita L.
273	balátuŋ	Phaseolus aureus Roxb.
273	baláyaŋ	Musa paradisiaca Linn.
273	bálud	Duculinae
273	balugú	Entada scandens Benth.
273	bambán	Donax cannaeformis
273	banabá	Lagerstroemia speciosa Linn.
273	banagu	Thespesia populnea
273	bansíʔ	Schizostachyum longispiculatum
273	baŋa	Orania decipiens Becc.
273	baráyuŋ	Ficus
273	bátad	Andropogon sorghum Linn. Brot.
273	bayáwak	Varanus salvator Laurenti
273	bayúg	Pterospermum diversifolium
273	binúŋa	Macaranga tanarius
273	binúŋa	tomentosa
273	bíri-bíri	Moraceae
273	bíri-bíri	Ficus
273	bítuk	Ascaris
273	bíu	Garuga abilo [Blco.] Merr.
273	búbug	Sterculia foetida
273	bugnáy	Antidesma bunius [Linn.] Spreng.
273	bulínaw	Stolephorus commersonii
273	búluʔ	Schizostachyum lumampao
273	búnʔi	Tinea imbricata
273	búnʔi	Tinea trichophytina
273	búŋa	Areca catechu Linn.
273	buŋuran	Musa sapientum
273	buŋuran	suaveolens [Blco.] Teodoro
273	burí	Corypha elata Roxb.
273	búybuy	Ceiba pentandra Linn.
273	buybúy	Ceiba pentandra Linn.
273	dalág	Opiocephalus striatus
273	dapdáp	Erythrina variegata
273	dáwa	Setaria italica
273	dáwun	Musae
273	dáyap	Citrus aurantifolia
273	dáʔu	Dracontomelum dao
273	ditáʔ	Alstonia scholaris
273	dúŋun	Heritierra littoralis
273	dupúŋ	Trimeresurus
273	dupúŋ	Wagleri Boie
273	dúyuŋ	Dugong dugong
273	gábi	Colocasia esculenta
273	gunut	Arenga
273	hítu	Clarias batrachus Linn.
273	kalamúndiŋ	Citrus mitis
273	kamagúŋ	Diospyros discolor
273	kamánsi	Artocarpus camansi
273	kamáŋi	Ocimum sanctum L.
273	kamátis	Lycopersicum esculentum
273	kamayá	Ebenaceae
273	kamiri	Aleurites moluccana
273	kandís	Garcinia rubra Merr.
273	kanúmay	Diospyros maritima
273	kawáyan	Bambusa spinosa
273	kilíŋ	Bambusa vulgaris
273	kugun	Imperata cylindrica
273	kúpaŋ	Parkia javanica
273	lakatán	Musa sapientum lacatan
