ID,Cognateset_ID,Form_ID,Subset,Proto_Language,Comment,Inferred,Doublet_Comment,Disjunct_Comment,Doublets,Disjuncts
666-PCEMP,25150,protoform-666-PCEMP,,PCEMP,,true,,,,
666-PCMP,25150,protoform-666-PCMP,,PCMP,,true,,,,
666-PEMP,25150,protoform-666-PEMP,,PEMP,,true,,,,
6620,29940,protoform-6620,1,PAN,,false,,,,
692,25168,protoform-692,1,PWMP,,false,,,,
696,25171,protoform-696,1,PAN,,false,,,,
697,25171,protoform-697,1,POC,,false,,,,
696-PMP,25171,protoform-696-PMP,,PMP,,true,,,,
696-PWMP,25171,protoform-696-PWMP,,PWMP,,true,,,,
696-PCEMP,25171,protoform-696-PCEMP,,PCEMP,,true,,,,
696-PCMP,25171,protoform-696-PCMP,,PCMP,,true,,,,
696-PEMP,25171,protoform-696-PEMP,,PEMP,,true,,,,
694,25170,protoform-694,1,PMP,,false,"*bageqaŋ, *beReqaŋ",,457 970,
695,25170,protoform-695,1,POC,,false,,,,
694-PWMP,25170,protoform-694-PWMP,,PWMP,,true,,,,
694-PCEMP,25170,protoform-694-PCEMP,,PCEMP,,true,,,,
694-PEMP,25170,protoform-694-PEMP,,PEMP,,true,,,,
706,25178,protoform-706,1,PWMP,,false,,,,
698,25172,protoform-698,1,PAN,,false,,,,
699,25172,protoform-699,1,PMP,,false,,,,
699-PWMP,25172,protoform-699-PWMP,,PWMP,,true,,,,
702,25175,protoform-702,1,PAN,,false,,,,
702-PMP,25175,protoform-702-PMP,,PMP,,true,,,,
702-PWMP,25175,protoform-702-PWMP,,PWMP,,true,,,,
704,25177,protoform-704,1,PMP,,false,,,,
705,25177,protoform-705,1,PCEMP,,false,,,,
704-PWMP,25177,protoform-704-PWMP,,PWMP,,true,,,,
705-PCMP,25177,protoform-705-PCMP,,PCMP,,true,,,,
717,25187,protoform-717,1,PMP,,false,,,,
718,25187,protoform-718,1,POC,,false,,,,
717-PWMP,25187,protoform-717-PWMP,,PWMP,,true,,,,
717-PCEMP,25187,protoform-717-PCEMP,,PCEMP,,true,,,,
717-PCMP,25187,protoform-717-PCMP,,PCMP,,true,,,,
717-PEMP,25187,protoform-717-PEMP,,PEMP,,true,,,,
707,25179,protoform-707,1,PWMP,,false,,*biRuaŋ,,1254
12228,33502,protoform-12228,1,PPh,,false,,,,
709,25181,protoform-709,1,PAN,,false,,,,
710,25181,protoform-710,1,PMP,,false,,,,
711,25181,protoform-711,1,POC,,false,,,,
710-PWMP,25181,protoform-710-PWMP,,PWMP,,true,,,,
710-PCEMP,25181,protoform-710-PCEMP,,PCEMP,,true,,,,
710-PCMP,25181,protoform-710-PCMP,,PCMP,,true,,,,
710-PEMP,25181,protoform-710-PEMP,,PEMP,,true,,,,
713,25183,protoform-713,1,PWMP,,false,,,,
715,25185,protoform-715,1,PWMP,,false,,,,
719,25188,protoform-719,1,PWMP,,false,,,,
12642,33832,protoform-12642,1,PPh,,false,,,,
12845,33999,protoform-12845,1,PPh,,false,,,,
720,25189,protoform-720,1,PAN,,false,,,,
720-PMP,25189,protoform-720-PMP,,PMP,,true,,,,
720-PWMP,25189,protoform-720-PWMP,,PWMP,,true,,,,
721,25190,protoform-721,1,PAN,,false,,,,
722,25190,protoform-722,1,PWMP,,false,,,,
721-PMP,25190,protoform-721-PMP,,PMP,,true,,,,
723,25191,protoform-723,1,PWMP,,false,,,,
12459,33708,protoform-12459,1,PPh,,false,,,,
6444,29831,protoform-6444,1,PAN,,false,"*basuq, *biseq",,6455 1262,
6445,29831,protoform-6445,1,PMP,,false,,,,
11682,29831,protoform-11682,2,POC,,false,,,,
6446,29831,protoform-6446,3,PMP,,false,,,,
6447,29831,protoform-6447,4,PWMP,,false,,,,
6449,29831,protoform-6449,5,PWMP,,false,,,,
6450,29831,protoform-6450,6,PWMP,,false,,,,
6451,29831,protoform-6451,7,PWMP,,false,,,,
6448,29831,protoform-6448,8,PPh,,false,,,,
6445-PWMP,29831,protoform-6445-PWMP,,PWMP,,true,,,,
6445-PCEMP,29831,protoform-6445-PCEMP,,PCEMP,,true,,,,
6445-PCMP,29831,protoform-6445-PCMP,,PCMP,,true,,,,
6446-PWMP,29831,protoform-6446-PWMP,,PWMP,,true,,,,
6446-PCEMP,29831,protoform-6446-PCEMP,,PCEMP,,true,,,,
6446-PCMP,29831,protoform-6446-PCMP,,PCMP,,true,,,,
6610,29931,protoform-6610,1,PPh,,false,,,,
6453,29832,protoform-6453,1,PWMP,,false,,,,
6658,29972,protoform-6658,1,POC,,false,,,,
6458,29836,protoform-6458,1,PPh,,false,,,,
11148,32718,protoform-11148,1,PPh,,false,,,,
6459,29837,protoform-6459,1,PWMP,,false,,,,
6455,29834,protoform-6455,1,PAN,,false,"*baseq, *biseq",,6444 1262,
6456,29834,protoform-6456,2,PAN,,false,,,,
6455-PMP,29834,protoform-6455-PMP,,PMP,,true,,,,
6455-PWMP,29834,protoform-6455-PWMP,,PWMP,,true,,,,
461,24997,protoform-461,1,PAN,,false,,,,
8273,24997,protoform-8273,1,PMP,,false,,,,
462,24997,protoform-462,1,PCEMP,,false,,,,
463,24997,protoform-463,1,POC,,false,,,,
8273-PWMP,24997,protoform-8273-PWMP,,PWMP,,true,,,,
462-PCMP,24997,protoform-462-PCMP,,PCMP,,true,,,,
462-PEMP,24997,protoform-462-PEMP,,PEMP,,true,,,,
7066,30216,protoform-7066,1,PAN,,false,,,,
7067,30216,protoform-7067,1,PMP,,false,,,,
7068,30216,protoform-7068,2,PAN,,false,,,,
7069,30216,protoform-7069,3,PPh,,false,,,,
7067-PWMP,30216,protoform-7067-PWMP,,PWMP,,true,,,,
7070,30217,protoform-7070,1,PAN,,false,,,,
7071,30217,protoform-7071,1,PMP,,false,,,,
7071-PWMP,30217,protoform-7071-PWMP,,PWMP,,true,,,,
446,24982,protoform-446,1,PMP,,false,,,,
446-PWMP,24982,protoform-446-PWMP,,PWMP,,true,,,,
446-PCEMP,24982,protoform-446-PCEMP,,PCEMP,,true,,,,
446-PCMP,24982,protoform-446-PCMP,,PCMP,,true,,,,
6659,29973,protoform-6659,1,PWMP,,false,,,,
6481,29849,protoform-6481,1,PMP,,false,,,,
6482,29849,protoform-6482,2,PWMP,,false,,,,
6483,29849,protoform-6483,3,PWMP,,false,,,,
6481-PWMP,29849,protoform-6481-PWMP,,PWMP,,true,,,,
6481-PCEMP,29849,protoform-6481-PCEMP,,PCEMP,,true,,,,
6481-PCMP,29849,protoform-6481-PCMP,,PCMP,,true,,,,
6481-PEMP,29849,protoform-6481-PEMP,,PEMP,,true,,,,
6481-PSHWNG,29849,protoform-6481-PSHWNG,,PSHWNG,,true,,,,
6481-POC,29849,protoform-6481-POC,,POC,,true,,,,
726,25194,protoform-726,1,PWMP,,false,,,,
727,25195,protoform-727,1,PWMP,,false,,,,
728,25196,protoform-728,1,PMP,,false,*beCik 'tattoo',,813,
728-PWMP,25196,protoform-728-PWMP,,PWMP,,true,,,,
728-PCEMP,25196,protoform-728-PCEMP,,PCEMP,,true,,,,
728-PCMP,25196,protoform-728-PCMP,,PCMP,,true,,,,
6484,29850,protoform-6484,1,PPh,,false,,,,
6661,29975,protoform-6661,1,PWMP,,false,,,,
6460,29838,protoform-6460,1,POC,,false,,,,
6662,29976,protoform-6662,1,PWMP,,false,"*beties, *bities, *butiqes",,1035 1284 1826,
6663,29977,protoform-6663,1,PWMP,,false,"*beCik, *batek",,813 728,
7085,30227,protoform-7085,1,PMP,,false,,,,
7085-PWMP,30227,protoform-7085-PWMP,,PWMP,,true,,,,
7085-PCEMP,30227,protoform-7085-PCEMP,,PCEMP,,true,,,,
7085-PCMP,30227,protoform-7085-PCMP,,PCMP,,true,,,,
12460,33709,protoform-12460,1,PPh,,false,,,,
6501,29853,protoform-6501,1,PAN,,false,,,,
6501-PMP,29853,protoform-6501-PMP,,PMP,,true,,,,
6501-PWMP,29853,protoform-6501-PWMP,,PWMP,,true,,,,
6501-PCEMP,29853,protoform-6501-PCEMP,,PCEMP,,true,,,,
6501-PEMP,29853,protoform-6501-PEMP,,PEMP,,true,,,,
6501-POC,29853,protoform-6501-POC,,POC,,true,,,,
6500,29852,protoform-6500,1,PMP,,false,,,,
6500-PWMP,29852,protoform-6500-PWMP,,PWMP,,true,,,,
6500-PCEMP,29852,protoform-6500-PCEMP,,PCEMP,,true,,,,
6500-PEMP,29852,protoform-6500-PEMP,,PEMP,,true,,,,
6500-POC,29852,protoform-6500-POC,,POC,,true,,,,
6664,29978,protoform-6664,1,PMP,,false,,,,
6665,29978,protoform-6665,2,PWMP,,false,,,,
6664-PWMP,29978,protoform-6664-PWMP,,PWMP,,true,,,,
6664-PCEMP,29978,protoform-6664-PCEMP,,PCEMP,,true,,,,
6664-PCMP,29978,protoform-6664-PCMP,,PCMP,,true,,,,
6666,29979,protoform-6666,1,PWMP,,false,,,,
6667,29980,protoform-6667,1,PMP,,false,,,,
10940,29980,protoform-10940,1,POC,,false,,,,
6667-PWMP,29980,protoform-6667-PWMP,,PWMP,,true,,,,
6667-PCEMP,29980,protoform-6667-PCEMP,,PCEMP,,true,,,,
6667-PCMP,29980,protoform-6667-PCMP,,PCMP,,true,,,,
6667-PEMP,29980,protoform-6667-PEMP,,PEMP,,true,,,,
6667-PSHWNG,29980,protoform-6667-PSHWNG,,PSHWNG,,true,,,,
12846,34000,protoform-12846,1,PPh,,false,,,,
730,25198,protoform-730,1,PMP,,false,,,,
12528,25198,protoform-12528,1,POC,,false,,,,
730-PWMP,25198,protoform-730-PWMP,,PWMP,,true,,,,
730-PCEMP,25198,protoform-730-PCEMP,,PCEMP,,true,,,,
730-PEMP,25198,protoform-730-PEMP,,PEMP,,true,,,,
7087,30229,protoform-7087,1,PPh,,false,,,,
6485,29851,protoform-6485,1,PAN,,false,,,,
6486,29851,protoform-6486,1,PMP,,false,,,,
7058,29851,protoform-7058,1,POC,,false,,,,
6487,29851,protoform-6487,2,PWMP,,false,,,,
6488,29851,protoform-6488,3,PWMP,,false,,,,
6489,29851,protoform-6489,4,PWMP,,false,,,,
6490,29851,protoform-6490,5,PWMP,,false,,,,
6491,29851,protoform-6491,6,PWMP,,false,,,,
6492,29851,protoform-6492,7,PWMP,,false,,,,
6493,29851,protoform-6493,8,PWMP,[PPh](LanguageTable#cldf:PPh) &ast;_batu-en_ evidently also meant ‘to stone someone or something’.,false,,,,
6494,29851,protoform-6494,9,PWMP,,false,,,,
6495,29851,protoform-6495,10,PMP,"Many of these reduplications may be products of independent historical changes, and this may be the reason that there is so much semantic diversity in the attested forms.",false,,,,
6496,29851,protoform-6496,11,PMP,Possibly a product of borrowing from [Malay](LanguageTable#cldf:326).,false,,,,
6497,29851,protoform-6497,12,PWMP,,false,,,,
6498,29851,protoform-6498,13,PWMP,,false,,,,
6499,29851,protoform-6499,14,PMP,,false,,,,
7309,29851,protoform-7309,14,POC,,false,,,,
6486-PWMP,29851,protoform-6486-PWMP,,PWMP,,true,,,,
6486-PCEMP,29851,protoform-6486-PCEMP,,PCEMP,,true,,,,
6486-PCMP,29851,protoform-6486-PCMP,,PCMP,,true,,,,
6486-PEMP,29851,protoform-6486-PEMP,,PEMP,,true,,,,
6486-PSHWNG,29851,protoform-6486-PSHWNG,,PSHWNG,,true,,,,
6495-PWMP,29851,protoform-6495-PWMP,,PWMP,,true,,,,
6495-PCEMP,29851,protoform-6495-PCEMP,,PCEMP,,true,,,,
6495-PEMP,29851,protoform-6495-PEMP,,PEMP,,true,,,,
6495-POC,29851,protoform-6495-POC,,POC,,true,,,,
6496-PWMP,29851,protoform-6496-PWMP,,PWMP,,true,,,,
6496-PCEMP,29851,protoform-6496-PCEMP,,PCEMP,,true,,,,
6496-PCMP,29851,protoform-6496-PCMP,,PCMP,,true,,,,
6499-PWMP,29851,protoform-6499-PWMP,,PWMP,,true,,,,
6499-PCEMP,29851,protoform-6499-PCEMP,,PCEMP,,true,,,,
6499-PEMP,29851,protoform-6499-PEMP,,PEMP,,true,,,,
7073,30219,protoform-7073,1,PWMP,,false,,,,
731,25199,protoform-731,1,PMP,,false,*baweR,,11718,
731-PWMP,25199,protoform-731-PWMP,,PWMP,,true,,,,
731-PCEMP,25199,protoform-731-PCEMP,,PCEMP,,true,,,,
731-PCMP,25199,protoform-731-PCMP,,PCMP,,true,,,,
732,25200,protoform-732,1,PWMP,,false,,,,
12461,33710,protoform-12461,1,PPh,,false,,,,
12130,33426,protoform-12130,1,PPh,,false,,,,
733,25201,protoform-733,1,PMP,,false,*babaw₁,,426,
734,25201,protoform-734,1,PCEMP,,false,,,,
733-PWMP,25201,protoform-733-PWMP,,PWMP,,true,,,,
734-PCMP,25201,protoform-734-PCMP,,PCMP,,true,,,,
734-PEMP,25201,protoform-734-PEMP,,PEMP,,true,,,,
734-PSHWNG,25201,protoform-734-PSHWNG,,PSHWNG,,true,,,,
11718,30212,protoform-11718,1,PPh,,false,*bauR,,731,
12131,33427,protoform-12131,1,PPh,,false,,,,
12132,33427,protoform-12132,2,PPh,,false,,,,
12836,33427,protoform-12836,3,PPh,,false,,,,
6701,30007,protoform-6701,1,PMP,,false,,,,
6701-PWMP,30007,protoform-6701-PWMP,,PWMP,,true,,,,
6701-PCEMP,30007,protoform-6701-PCEMP,,PCEMP,,true,,,,
6701-PCMP,30007,protoform-6701-PCMP,,PCMP,,true,,,,
6795,30082,protoform-6795,1,PCEMP,,false,,*payan,,6797
6796,30082,protoform-6796,1,POC,,false,,,,
6795-PCMP,30082,protoform-6795-PCMP,,PCMP,,true,,,,
6795-PEMP,30082,protoform-6795-PEMP,,PEMP,,true,,,,
6702,30008,protoform-6702,1,PWMP,,false,,,,
6703,30009,protoform-6703,1,PPh,,false,,,,
12462,33711,protoform-12462,1,PPh,,false,,,,
6461,29839,protoform-6461,1,PWMP,,false,,,,
735,25202,protoform-735,1,PWMP,,false,,,,
736,25203,protoform-736,1,PPh,,false,,,,
6785,30077,protoform-6785,1,PAN,,false,,,,
6785-PMP,30077,protoform-6785-PMP,,PMP,,true,,,,
6785-PWMP,30077,protoform-6785-PWMP,,PWMP,,true,,,,
6785-PCEMP,30077,protoform-6785-PCEMP,,PCEMP,,true,,,,
6785-PCMP,30077,protoform-6785-PCMP,,PCMP,,true,,,,
12631,33828,protoform-12631,1,PPh,,false,,,,
737,25204,protoform-737,1,PWMP,,false,,,,
738,25205,protoform-738,1,PMP,,false,,,,
738-PWMP,25205,protoform-738-PWMP,,PWMP,,true,,,,
738-PCEMP,25205,protoform-738-PCEMP,,PCEMP,,true,,,,
738-PCMP,25205,protoform-738-PCMP,,PCMP,,true,,,,
739,25206,protoform-739,1,PWMP,,false,,,,
809,25248,protoform-809,1,PWMP,,false,,,,
810,25249,protoform-810,1,PMP,,false,,,,
810-PWMP,25249,protoform-810-PWMP,,PWMP,,true,,,,
810-PCEMP,25249,protoform-810-PCEMP,,PCEMP,,true,,,,
810-PCMP,25249,protoform-810-PCMP,,PCMP,,true,,,,
3603,27133,protoform-3603,1,POC,,false,,,,
817,25252,protoform-817,1,PMP,,false,,,,
817-PWMP,25252,protoform-817-PWMP,,PWMP,,true,,,,
817-PCEMP,25252,protoform-817-PCEMP,,PCEMP,,true,,,,
817-PCMP,25252,protoform-817-PCMP,,PCMP,,true,,,,
818,25253,protoform-818,1,PMP,,false,,,,
819,25253,protoform-819,1,POC,,false,,,,
818-PWMP,25253,protoform-818-PWMP,,PWMP,,true,,,,
818-PCEMP,25253,protoform-818-PCEMP,,PCEMP,,true,,,,
818-PCMP,25253,protoform-818-PCMP,,PCMP,,true,,,,
818-PEMP,25253,protoform-818-PEMP,,PEMP,,true,,,,
811,25250,protoform-811,1,PAN,,false,*betem,,1033,
812,25250,protoform-812,1,PMP,,false,,,,
812-PWMP,25250,protoform-812-PWMP,,PWMP,,true,,,,
812-PCEMP,25250,protoform-812-PCEMP,,PCEMP,,true,,,,
812-PCMP,25250,protoform-812-PCMP,,PCMP,,true,,,,
813,25251,protoform-813,1,PAN,,false,,,,
814,25251,protoform-814,1,PMP,,false,,,,
815,25251,protoform-815,2,PAN,,false,,,,
816,25251,protoform-816,2,PMP,,false,,,,
814-PWMP,25251,protoform-814-PWMP,,PWMP,,true,,,,
814-PCEMP,25251,protoform-814-PCEMP,,PCEMP,,true,,,,
814-PCMP,25251,protoform-814-PCMP,,PCMP,,true,,,,
816-PWMP,25251,protoform-816-PWMP,,PWMP,,true,,,,
820,25254,protoform-820,1,PAN,,false,,,,
821,25254,protoform-821,1,PMP,,false,,,,
821-PWMP,25254,protoform-821-PWMP,,PWMP,,true,,,,
821-PCEMP,25254,protoform-821-PCEMP,,PCEMP,,true,,,,
821-PCMP,25254,protoform-821-PCMP,,PCMP,,true,,,,
822,25255,protoform-822,1,PWMP,,false,,,,
823,25256,protoform-823,1,PWMP,,false,*betiq₂,,1039,
824,25257,protoform-824,1,PAN,,false,,,,
825,25257,protoform-825,1,PMP,,false,,,,
825-PWMP,25257,protoform-825-PWMP,,PWMP,,true,,,,
826,25258,protoform-826,1,PWMP,,false,,,,
827,25259,protoform-827,1,PWMP,,false,*bekbek₁,,851,
828,25260,protoform-828,1,PPh,,false,,,,
829,25261,protoform-829,1,PCMP,,false,,,,
830,25262,protoform-830,1,PAN,,false,,,,
831,25262,protoform-831,1,PMP,,false,,,,
832,25262,protoform-832,2,POC,,false,,,,
833,25262,protoform-833,3,PWMP,,false,,,,
834,25262,protoform-834,4,PPh,,false,,,,
835,25262,protoform-835,5,PWMP,,false,,,,
836,25262,protoform-836,6,PPh,,false,,,,
837,25262,protoform-837,7,PWMP,,false,,,,
838,25262,protoform-838,8,PWMP,,false,,,,
831-PWMP,25262,protoform-831-PWMP,,PWMP,,true,,,,
831-PCEMP,25262,protoform-831-PCEMP,,PCEMP,,true,,,,
831-PCMP,25262,protoform-831-PCMP,,PCMP,,true,,,,
876,25283,protoform-876,1,PWMP,,false,,,,
848,25268,protoform-848,1,PMP,,false,,*bekaq,,840
848-PWMP,25268,protoform-848-PWMP,,PWMP,,true,,,,
848-PCEMP,25268,protoform-848-PCEMP,,PCEMP,,true,,,,
848-PEMP,25268,protoform-848-PEMP,,PEMP,,true,,,,
848-POC,25268,protoform-848-POC,,POC,,true,,,,
839,25263,protoform-839,1,PWMP,,false,,**be(ŋ)kaR,,
849,25269,protoform-849,1,PMP,,false,,,,
850,25269,protoform-850,1,POC,,false,,,,
849-PWMP,25269,protoform-849-PWMP,,PWMP,,true,,,,
849-PCEMP,25269,protoform-849-PCEMP,,PCEMP,,true,,,,
849-PCMP,25269,protoform-849-PCMP,,PCMP,,true,,,,
849-PEMP,25269,protoform-849-PEMP,,PEMP,,true,,,,
840,25264,protoform-840,1,PMP,,false,,*beka,,848
841,25264,protoform-841,1,POC,,false,,,,
840-PWMP,25264,protoform-840-PWMP,,PWMP,,true,,,,
840-PCEMP,25264,protoform-840-PCEMP,,PCEMP,,true,,,,
840-PCMP,25264,protoform-840-PCMP,,PCMP,,true,,,,
840-PEMP,25264,protoform-840-PEMP,,PEMP,,true,,,,
1094,25423,protoform-1094,1,PMP,,false,,*bekaj,,839
1095,25423,protoform-1095,1,POC,,false,,,,
1094-PWMP,25423,protoform-1094-PWMP,,PWMP,,true,,,,
1094-PCEMP,25423,protoform-1094-PCEMP,,PCEMP,,true,,,,
1094-PCMP,25423,protoform-1094-PCMP,,PCMP,,true,,,,
1094-PEMP,25423,protoform-1094-PEMP,,PEMP,,true,,,,
842,25265,protoform-842,1,PAN,,false,,,,
842-PMP,25265,protoform-842-PMP,,PMP,,true,,,,
842-PWMP,25265,protoform-842-PWMP,,PWMP,,true,,,,
843,25266,protoform-843,1,PAN,,false,,*ba(ŋ)kas₂,,
843-PMP,25266,protoform-843-PMP,,PMP,,true,,,,
843-PWMP,25266,protoform-843-PWMP,,PWMP,,true,,,,
844,25267,protoform-844,1,PMP,,false,,,,
845,25267,protoform-845,2,PWMP,,false,,,,
846,25267,protoform-846,3,PWMP,,false,,,,
847,25267,protoform-847,4,PWMP,,false,,,,
844-PWMP,25267,protoform-844-PWMP,,PWMP,,true,,,,
844-PCEMP,25267,protoform-844-PCEMP,,PCEMP,,true,,,,
844-PCMP,25267,protoform-844-PCMP,,PCMP,,true,,,,
3600,27130,protoform-3600,1,POC,,false,*béŋkéR,,,
851,25270,protoform-851,1,PMP,,false,,,,
852,25270,protoform-852,1,POC,,false,,,,
853,25270,protoform-853,2,PWMP,,false,,,,
854,25270,protoform-854,3,PWMP,,false,,,,
851-PWMP,25270,protoform-851-PWMP,,PWMP,,true,,,,
851-PCEMP,25270,protoform-851-PCEMP,,PCEMP,,true,,,,
851-PEMP,25270,protoform-851-PEMP,,PEMP,,true,,,,
855,25271,protoform-855,1,PAN,,false,,,,
855-PMP,25271,protoform-855-PMP,,PMP,,true,,,,
855-PWMP,25271,protoform-855-PWMP,,PWMP,,true,,,,
855-PCEMP,25271,protoform-855-PCEMP,,PCEMP,,true,,,,
855-PCMP,25271,protoform-855-PCMP,,PCMP,,true,,,,
864,25273,protoform-864,1,PWMP,,false,,,,
856,25272,protoform-856,1,PMP,,false,,,,
857,25272,protoform-857,1,PEMP,,false,,,,
858,25272,protoform-858,1,POC,,false,,,,
859,25272,protoform-859,2,PWMP,,false,,,,
860,25272,protoform-860,3,PWMP,,false,,,,
861,25272,protoform-861,4,PWMP,,false,,,,
862,25272,protoform-862,5,PWMP,,false,,,,
863,25272,protoform-863,6,PWMP,,false,,,,
856-PWMP,25272,protoform-856-PWMP,,PWMP,,true,,,,
856-PCEMP,25272,protoform-856-PCEMP,,PCEMP,,true,,,,
856-PCMP,25272,protoform-856-PCMP,,PCMP,,true,,,,
857-PSHWNG,25272,protoform-857-PSHWNG,,PSHWNG,,true,,,,
865,25274,protoform-865,1,PWMP,,false,*buken₁,,1497,
866,25275,protoform-866,1,PWMP,,false,,,,
12304,25275,protoform-12304,2,PPh,,false,,,,
867,25276,protoform-867,1,PWMP,,false,,,,
868,25277,protoform-868,1,PAN,,false,,,,
869,25277,protoform-869,1,PMP,,false,,,,
870,25277,protoform-870,1,POC,,false,,,,
869-PWMP,25277,protoform-869-PWMP,,PWMP,,true,,,,
869-PCEMP,25277,protoform-869-PCEMP,,PCEMP,,true,,,,
869-PCMP,25277,protoform-869-PCMP,,PCMP,,true,,,,
869-PEMP,25277,protoform-869-PEMP,,PEMP,,true,,,,
871,25278,protoform-871,1,PMP,,false,,*bekuk,,872
871-PWMP,25278,protoform-871-PWMP,,PWMP,,true,,,,
871-PCEMP,25278,protoform-871-PCEMP,,PCEMP,,true,,,,
871-PCMP,25278,protoform-871-PCMP,,PCMP,,true,,,,
872,25279,protoform-872,1,PMP,,false,,*bekug,,871
872-PWMP,25279,protoform-872-PWMP,,PWMP,,true,,,,
872-PCEMP,25279,protoform-872-PCEMP,,PCEMP,,true,,,,
872-PCMP,25279,protoform-872-PCMP,,PCMP,,true,,,,
873,25280,protoform-873,1,PMP,,false,,,,
873-PWMP,25280,protoform-873-PWMP,,PWMP,,true,,,,
873-PCEMP,25280,protoform-873-PCEMP,,PCEMP,,true,,,,
873-PCMP,25280,protoform-873-PCMP,,PCMP,,true,,,,
874,25281,protoform-874,1,PMP,,false,,,,
874-PWMP,25281,protoform-874-PWMP,,PWMP,,true,,,,
874-PCEMP,25281,protoform-874-PCEMP,,PCEMP,,true,,,,
874-PCMP,25281,protoform-874-PCMP,,PCMP,,true,,,,
875,25282,protoform-875,1,PWMP,,false,,,,
877,25284,protoform-877,1,PWMP,,false,*bilaj,,1136,
878,25285,protoform-878,1,PMP,,false,*belaq,,879,
878-PWMP,25285,protoform-878-PWMP,,PWMP,,true,,,,
878-PCEMP,25285,protoform-878-PCEMP,,PCEMP,,true,,,,
878-PCMP,25285,protoform-878-PCMP,,PCMP,,true,,,,
890,25292,protoform-890,1,PMP,,false,,,,
890-PWMP,25292,protoform-890-PWMP,,PWMP,,true,,,,
890-PCEMP,25292,protoform-890-PCEMP,,PCEMP,,true,,,,
890-PCMP,25292,protoform-890-PCMP,,PCMP,,true,,,,
891,25293,protoform-891,1,PMP,,false,,,,
892,25293,protoform-892,2,PWMP,,false,,,,
891-PWMP,25293,protoform-891-PWMP,,PWMP,,true,,,,
891-PCEMP,25293,protoform-891-PCEMP,,PCEMP,,true,,,,
891-PCMP,25293,protoform-891-PCMP,,PCMP,,true,,,,
879,25286,protoform-879,1,PAN,,false,,,,
880,25286,protoform-880,1,POC,,false,,,,
881,25286,protoform-881,2,PAN,,false,,,,
882,25286,protoform-882,3,PAN,,false,,,,
883,25286,protoform-883,4,PWMP,,false,,,,
879-PMP,25286,protoform-879-PMP,,PMP,,true,,,,
879-PWMP,25286,protoform-879-PWMP,,PWMP,,true,,,,
879-PCEMP,25286,protoform-879-PCEMP,,PCEMP,,true,,,,
879-PCMP,25286,protoform-879-PCMP,,PCMP,,true,,,,
879-PEMP,25286,protoform-879-PEMP,,PEMP,,true,,,,
881-PMP,25286,protoform-881-PMP,,PMP,,true,,,,
881-PWMP,25286,protoform-881-PWMP,,PWMP,,true,,,,
882-PMP,25286,protoform-882-PMP,,PMP,,true,,,,
882-PWMP,25286,protoform-882-PWMP,,PWMP,,true,,,,
884,25287,protoform-884,1,PCMP,,false,,,,
886,25289,protoform-886,1,PMP,,false,*selet,,5146,
886-PWMP,25289,protoform-886-PWMP,,PWMP,,true,,,,
886-PCEMP,25289,protoform-886-PCEMP,,PCEMP,,true,,,,
886-PCMP,25289,protoform-886-PCMP,,PCMP,,true,,,,
887,25290,protoform-887,1,PMP,,false,,*bakelad,,479
888,25290,protoform-888,1,POC,,false,,,,
887-PWMP,25290,protoform-887-PWMP,,PWMP,,true,,,,
887-PCEMP,25290,protoform-887-PCEMP,,PCEMP,,true,,,,
887-PCMP,25290,protoform-887-PCMP,,PCMP,,true,,,,
887-PEMP,25290,protoform-887-PEMP,,PEMP,,true,,,,
885,25288,protoform-885,1,PWMP,,false,,*balalaCuk,,496
889,25291,protoform-889,1,PPh,,false,,,,
893,25294,protoform-893,1,PMP,,false,,,,
894,25294,protoform-894,1,PCEMP,,false,,,,
893-PWMP,25294,protoform-893-PWMP,,PWMP,,true,,,,
894-PCMP,25294,protoform-894-PCMP,,PCMP,,true,,,,
895,25295,protoform-895,1,PMP,,false,,,,
896,25295,protoform-896,1,POC,,false,,,,
895-PWMP,25295,protoform-895-PWMP,,PWMP,,true,,,,
895-PCEMP,25295,protoform-895-PCEMP,,PCEMP,,true,,,,
895-PEMP,25295,protoform-895-PEMP,,PEMP,,true,,,,
3601,27131,protoform-3601,1,POC,,false,,,,
897,25296,protoform-897,1,PWMP,,false,,,,
898,25297,protoform-898,1,PWMP,,false,"*qali-baŋbaŋ, *kali-baŋbaŋ",,11840,
899,25298,protoform-899,1,PCEMP,,false,,,,
900,25298,protoform-900,1,POC,,false,,,,
899-PCMP,25298,protoform-899-PCMP,,PCMP,,true,,,,
899-PEMP,25298,protoform-899-PEMP,,PEMP,,true,,,,
902,25300,protoform-902,1,PWMP,,false,,,,
12853,34005,protoform-12853,1,PPh,,false,*bales,,,
901,25299,protoform-901,1,PWMP,,false,,*belat₂,,887
909,25306,protoform-909,1,PAN,,false,*bili,,1169,
910,25306,protoform-910,1,PMP,,false,,,,
911,25306,protoform-911,1,PEMP,,false,,,,
912,25306,protoform-912,2,POC,,false,,,,
913,25306,protoform-913,3,POC,,false,,,,
914,25306,protoform-914,4,PMP,,false,,,,
915,25306,protoform-915,5,PWMP,,false,,,,
916,25306,protoform-916,6,PWMP,,false,,,,
917,25306,protoform-917,7,PWMP,,false,,,,
910-PWMP,25306,protoform-910-PWMP,,PWMP,,true,,,,
910-PCEMP,25306,protoform-910-PCEMP,,PCEMP,,true,,,,
910-PCMP,25306,protoform-910-PCMP,,PCMP,,true,,,,
