ID,Name,Glottocode,Glottolog_Name,ISO639P3code,Macroarea,Latitude,Longitude,Family,Abbr,Group,Source,Is_Proto,Description,Dialect_Of
19665,Avava,katb1237,Avava,tmb,,-16.2701,167.484,,,POC,,false,,
19229,Axamb,axam1237,Axamb,ahb,,-16.4838,167.707,,,POC,tryon1976,false,,
19698,Ayta Abellan,aben1249,Abenlen Ayta,abp,,15.4131,120.2,,,PPH,,false,,
19394,Ayta Maganchi,maga1263,Mag-Anchi Ayta,sgb,,15.1954,120.459,,,PPH,,false,,
18939,Ba'amang,ngaj1237,Ngaju,nij,,-1.58463,112.794,,,PWMP,hudson1967,false,,
503,Babatana,baba1268,Babatana,baa,,-7.22281,157.149,,,POC,tryonandhackman1983,false,,
19447,Babatana (Avasö),avas1237,Avasö,,,-7.22281,157.149,,,POC,,false,,503
506,Bada,bada1261,Bada (Indonesia),bhz,,-1.80249,120.319,,,PWMP,,false,,
19381,Baetora,baet1237,Baetora,btr,,-15.2574,168.159,,,POC,tryon1976,false,,
507,Bagobo,obom1235,Obo Manobo,obo,,7.29141,125.09,,,PPH,,false,,
240,Bahasa Indonesia,indo1316,Standard Indonesian,ind,,-7.33458,109.716,,,PWMP,poerwadarminta1976,false,,
19201,Balaesang,bala1314,Balaesang,bls,,-0.05644,119.689,,,PWMP,himmelmann2001,false,,
509,Balangaw,bala1310,Balangao,blw,,17.0994,121.272,,,PPH,reid1971,false,,
510,Balantak,bala1315,Balantak,blz,,-0.86809,123.289,,,PWMP,vandenbergandbusenitz2012,false,,
511,Bali (Uneapa),unea1237,Uneapa,bbn,,-4.89383,149.141,,,POC,rossndb;satond,false,,
235,Balinese,bali1278,Balinese,ban,,-8.35714,115.075,,,PWMP,barber1979,false,,
18968,Balinese (High),high1274,Highland Bali,,,-8.35714,115.075,,,PWMP,,false,,235
514,Balinese (Low),lowl1258,Lowland Bali,,,-8.35714,115.075,,,PWMP,,false,,235
19193,Baluan,balu1257,Paluai,blq,,-2.5604,147.282,,,POC,blust1975,false,,
238,Banggai,bang1368,Banggai,bgz,,-1.58305,123.171,,,PWMP,bergh1953,false,,
243,Banjarese,banj1239,Banjar,bjn,,0.747105,115.79,,,PWMP,hapip1977,false,,
519,Banoni,bann1247,Bannoni,bcm,,-6.23061,155.128,,,POC,,false,,
520,Bantik,bant1286,Bantik,bnq,,1.44586,124.846,,,PWMP,sneddon1984,false,,
19554,Bantuqanon,bant1288,Bantoanon,bno,,12.5194,122.034,,,PWMP,zorc1977,false,,
236,Bare'e,pamo1252,Pamona,pmf,,-1.62663,121.268,,,PWMP,adriani1928,false,,
522,Bare'e (Lalau),pamo1252,Pamona,pmf,,-1.62663,121.268,,,PWMP,,false,,236
18942,Bare'e (Luwu),pamo1252,Pamona,pmf,,-1.62663,121.268,,,PWMP,,false,,236
19471,Bariai,bari1286,Bariai,bch,,-5.5087,148.666,,,POC,,false,,
19171,Basai,basa1287,Basay,byq,,25.0046,121.857,,,Form.,tsuchida1991,false,,
19681,Basap,basa1286,Basap,bdb,,1.41405,117.942,,,PWMP,smith2017a,false,,
525,Batu Merah,luhu1243,Luhu-Piru,lcq,,-3.13187,127.966,,,PCMP,wallace1962,false,,
237,Bauro,baur1252,Bauro,bxa,,-10.5826,161.863,,,POC,fox1970,false,,
19677,Bebeli,bebe1252,Bebeli,bek,,-5.63282,150.323,,,POC,,false,,
19371,Bekatan,buki1248,Bukitan,bkn,,2.34947,114.895,,,PWMP,freemannda,false,,
527,Belait,bela1260,Lemeting,beg,,4.96207,114.933,,,PWMP,,false,,
524,Berawan (Batu Belah),cent2098,Central Berawan,zbc,,3.97194,114.565,,,PWMP,,false,,
758,Berawan (Long Jegan),east2486,East Berawan,zbe,,3.96098,114.606,,,PWMP,,false,,
19191,Berawan (Long Terawan),west2564,West Berawan,zbw,,3.9815,114.528,,,PWMP,blust1971,false,,
19364,Berawan (Long Teru),cent2098,Central Berawan,zbc,,3.97194,114.565,,,PWMP,blust1971,false,,
528,Beta,biat1246,Biatah Bidayuh,bth,,1.17596,110.254,,,PWMP,,false,,
18961,Bidayuh (Bukar-Sadong),buka1257,Bukar-Sadung Bidayuh,sdo,,0.96817,110.657,,,PWMP,nais1988,false,,
531,Biga,biga1238,Biga,bhc,,-1.99574,130.272,,,PSHWNG,gracend,false,,
244,Bikol,biko1240,Bikol,,,13.485581773000092,123.66724694100003,,,PPH,mintzanddelrosariobritanico1985,false,,
19568,Bikol (Camarines Sur),biko1240,Bikol,,,13.485581773000092,123.66724694100003,,,PPH,,false,,244
19504,Bikol (East Miraya),biko1240,Bikol,,,13.485581773000092,123.66724694100003,,,PPH,,false,,244
19567,Bikol (Miraya dialects),biko1240,Bikol,,,13.485581773000092,123.66724694100003,,,PPH,,false,,244
19755,Bikol (Naga),cent2087,Coastal-Naga Bikol,bcl,,13.7574,123.403,,,PPH,,false,,244
535,Bilaan (Sarangani),sara1326,Sarangani Blaan,bps,,6.03691,125.354,,,PPH,reid1971,false,,
19745,Bileki,bile1245,Bileki,,,-5.59931,150.888,,,POC,,false,,
19753,Biliau,bili1252,Biliau,,,-5.59896,146.355,,,POC,,false,,
536,Bilibil,bilb1241,Bilibil,brz,,-5.26505,145.764,,,POC,,false,,
19741,Bilur,bilu1244,Bilur,bxf,,-4.39732,152.334,,,POC,,false,,
241,Bimanese,bima1247,Bima,bhp,,-8.57376,118.445,,,PCMP,sahidu1978;ismailetal1985,false,,
242,Bintulu,bint1246,Bintulu,bny,,3.867,113.634,,,PWMP,blust1971,false,,
19012,Binukid,binu1244,Talaandig-Binukid,bkd,,8.15933,124.892,,,PPH,postandgardner1992,false,,
540,Bipi,bipi1237,Bipi,biq,,-2.11115,146.398,,,POC,blust1975,false,,
18952,Bisaya,brun1245,Brunei Bisaya-Dusun,bsb,,4.60791,114.517,,,PWMP,blust1971,false,,
542,Bisaya (Limbang),brun1245,Brunei Bisaya-Dusun,bsb,,4.60791,114.517,,,PWMP,blust1971,false,,18952
19540,Bisaya (Lotud),lotu1250,Lotud,dtr,,6.13732,116.232,,,PWMP,lobel2016,false,,18952
19560,Bisaya (Sabah),saba1267,Sabah Bisaya,bsy,,5.30433,115.512,,,PWMP,,false,,18952
19301,Bisayan (Panay),akla1240,Aklanon,akl,,11.55432,122.35413,,,PPH,,false,,
19718,Blaan,koro1310,Koronadal Blaan,bpr,,6.20529,125.007,,,PPH,reid1971,false,,
19011,Blaan (Koronadal),koro1310,Koronadal Blaan,bpr,,6.20529,125.007,,,PPH,reid1971,false,,
19452,Blablanga,blab1237,Blablanga,blp,,-8.15058,159.419,,,POC,,false,,
19727,Boanaki,ghay1237,Ghayavi,bmk,,-10.011,149.84,,,POC,,false,,
544,Boano,boan1242,Boano (Maluku),bzn,,-2.95535,127.953,,,PWMP,himmelmann2001,false,,
19757,Boano₂,boan1242,Boano (Maluku),bzn,,-2.95535,127.953,,,PCMP,collins1983,false,,
19297,Bobot,bobo1254,Bobot,bty,,-3.43514,130.179,,,PCMP,collinsnda,false,,
19669,Bola,bola1250,Bola,bnp,,-5.55792,150.095,,,POC,,false,,
19358,Bolango,bola1252,Bolango,bld,,0.39044,123.888,,,PWMP,usup1981,false,,
548,Bonerate,bone1254,Bonerate,bna,,-7.37657,121.792,,,PWMP,collinsndb,false,,
19013,Bonfia,masi1266,Masiwang,bnf,,-3.29547,130.601,,,PCMP,collinsnda,false,,
19382,Bonga,nama1268,Namakura,nmk,,-16.8979,168.569,,,POC,tryon1976,false,,
550,Bonggi,bong1289,Bonggi,bdg,,7.29249,117.174,,,PWMP,lobel2016,false,,
552,Bonkovia,bier1244,Bierebo,bnk,,-16.6663,168.154,,,POC,tryon1976,false,,
246,Bontok,bont1247,Bontok,bnc,,17.09386,121.02662,,,PPH,reid1976,false,,
19620,Buang,mapo1242,Mapos Buang,bzh,,-6.86672,146.774,,,POC,,false,,
239,Buginese,bugi1244,Buginese,bug,,-4.47,119.977,,,PWMP,said1977,false,,
19617,Buginese (dial.),bugi1244,Buginese,bug,,-4.47,119.977,,,PWMP,,false,,
555,Buginese (Soppeng),bugi1244,Buginese,bug,,-4.47,119.977,,,PWMP,,false,,
248,Bugotu,bugh1239,Bughotu,bgt,,-8.47948,159.802,,,POC,ivens1940,false,,
19756,Buhid,buhi1245,Buhid,bku,,12.6396,121.21,,,PWMP,,false,,
557,Bukat,buka1261,Bukat,bvk,,1.29075,113.246,,,PWMP,rousseau1971,false,,
249,Buli,buli1255,Buli (Indonesia),bzq,,1.0008,128.443,,,PSHWNG,maan1940,false,,
19652,Bulu,bulu1253,Bulu (Papua New Guinea),bjl,,-5.06134,150.101,,,POC,osmondandross1998,false,,
559,Buludupi,idaa1241,Ida'an,dbj,,5.29059,118.515,,,PWMP,,false,,
19467,Bulungan,bolo1268,Bolongan,blj,,2.75927,117.293,,,PWMP,lobel2016,false,,
19465,Bulusu,buru1304,Burusu,bqr,,3.36912,117.012,,,PWMP,lobel2016,false,,
560,Buma,tean1237,Teanu,tkw,,-11.6752,166.868,,,POC,tryonandhackman1983,false,,
19501,Bunama,buna1276,Bunama,bdd,,-10.0761,151.066,,,POC,lithgow2007,false,,
19353,Bungku,bung1269,Bungku,bkz,,-3.22197,122.212,,,PWMP,mead1998,false,,
250,Bunun,bunu1267,Bunun,bnn,,23.4116,121.025,,,Form.,jeng1971,false,,
19165,Bunun (Isbukun),bunu1267,Bunun,bnn,,23.4116,121.025,,,Form.,,false,,250
563,Bunun (Northern),nort2902,North Bunun,,,23.4116,121.025,,,Form.,,false,,250
19198,Bunun (Takbanuad),bunu1267,Bunun,bnn,,23.4116,121.025,,,Form.,,false,,250
18974,Bunun (Takituduh),taki1253,Takituduh,,,23.4116,121.025,,,Form.,,false,,250
19556,Buol,buol1237,Buol,blf,,0.97727,121.519,,,PWMP,,false,,
19475,Burmbar,burm1263,Burmbar,vrt,,-16.41653,167.73124,,,POC,,false,,
251,Buruese,buru1303,Buru (Indonesia),mhs,,-3.43957,126.632,,,PCMP,devin1989,false,,
19016,Bwaidoga/Bwaidoka,bwai1242,Bwaidoka,bwd,,-9.51158,150.297,,,POC,jennessandballantyne1928,false,,
19749,Caaàc,caac1237,Caac,msq,,-20.4114,164.578,,,POC,,false,,
568,Canala,xara1244,Xârâcùù,ane,,-21.7034,165.996,,,POC,grace1975,false,,
19410,Cape Cumberland,nort3217,Cape Cumberland,,,-14.911677646582708,166.65979834498515,,,POC,tryon1976,false,,
19270,Carolinian,caro1242,Carolinian,cal,,15.205,145.765,,,POC,jacksonandmarck1991,false,,
569,Casiguran Dumagat,casi1235,Casiguran-Nagtipunan Agta,dgc,,16.2176,121.878,,,PPH,headlandandheadland1974,false,,
252,Cebuano,cebu1242,Cebuano,ceb,,8.38799,124.367,,,PPH,wolff1972,false,,
571,Cebuano (dialectal),cebu1242,Cebuano,ceb,,8.38799,124.367,,,PPH,,false,,252
19388,Cebuano (SE Bohol),boho1237,Boholano,,,8.38799,124.367,,,PPH,,false,,252
19536,Cèmuhî,cemu1238,Cemuhî,cam,,-20.8489,165.13,,,POC,,false,,
19700,Central Dusun,cent2100,Kadazan Dusun,dtp,,6.02998,116.681,,,PWMP,,false,,
376,Central Maewo,cent2058,Central Maewo,mwo,,-15.0784,168.135,,,POC,tryon1976,false,,
19391,Central Palawan,cent2091,Central Palawano,plc,,8.77013,117.838,,,PWMP,,false,,
19414,Central Santo,tial1241,Central Santo,,,-15.278066666666666,166.84833333333333,,,POC,,false,,
19173,Central Tagbanwa,cent2090,Central Tagbanwa,tgt,,10.6519,119.338,,,PPH,scebold2003,false,,
572,Cham,west2650,Western Cham,cja,,12.4771,104.026,,,PWMP,,false,,
19438,Cham (Eastern),east2563,Eastern Cham,cjm,,11.2853,108.49,,,PWMP,,false,,572
573,Chamorro,cham1312,Chamorro,cha,,13.438011,144.74474,,,PWMP,toppingogoanddungca1975,false,,
254,Cheke Holo,chek1238,Cheke Holo,mrn,,-8.27055,159.625,,,POC,whitekokhonigitaandpulomana1985,false,,
1086,Chuukese,chuu1238,Chuukese,chk,,7.346993,151.598607,,,POC,goodenoughandsugita1980,false,,
18147,Dairi-Pakpak Batak,bata1294,Batak Dairi,btd,,2.51438,98.2427,,,PWMP,manik1977,false,,
578,Dali',naro1251,Narom,nrm,,4.42115,114.011,,,PWMP,,false,,
18954,Dampelas,damp1237,Dampelas,dms,,0.70234,120.219,,,PWMP,,false,,
19694,Dawawa,dawa1242,Dawawa,dww,,-10.1692,149.999,,,POC,,false,,
19402,Dehu,dehu1237,Dehu,dhv,,-20.8892,167.229,,,POC,,false,,
580,Delang,mala1480,Malayic Dayak,xdy,,-2.78384,111.136,,,PWMP,,false,,
19349,Dhao/Ndao,dhao1237,Dhao,nfa,,-10.8098,122.658,,,PCMP,foxnd,false,,
581,Dobel,dobe1238,Dobel,kvo,,-6.32531,134.638,,,PCMP,hughesnd,false,,
258,Dobuan,dobu1241,Dobu,dob,,-9.63239,150.825,,,POC,bromilow1904,false,,
583,Dohoi,otda1235,Ot Danum,otd,,-0.3955,113.469,,,PWMP,,false,,
584,Dondo,dond1249,Dondo,dok,,0.80348,120.707,,,PWMP,,false,,
585,Donggo,bima1247,Bima,bhp,,-8.57376,118.445,,,PCMP,,false,,
586,Drehet,kheh1237,Khehek,tlx,,-2.06626,146.746,,,POC,,false,,
587,Dubea,dumb1241,Dumbea,duf,,-22.0947,166.531,,,POC,,false,,
588,Duke of York,ramo1244,Ramoaaina,rai,,-4.17306,152.451,,,POC,lanyonorgill1962,false,,
933,Dumagat (Polillo),umir1236,Umiray Dumaget Agta,due,,14.8757,121.508,,,PWMP,,false,,
19573,Dumpas,dump1242,Dumpas,dmv,,5.93483,117.419,,,PWMP,lobel2016,false,,
19443,Duri,duri1242,Duri,mvp,,-3.37081,119.871,,,PWMP,,false,,
589,Dusner,dusn1237,Dusner,dsn,,-2.73859,134.391,,,PSHWNG,anceaux1961,false,,
590,Dusun Deyah,dusu1271,Dusun Deyah,dun,,-1.95514,115.578,,,PWMP,,false,,
591,Dusun Malang,dusu1269,Dusun Malang,duq,,-0.85277,115.392,,,PWMP,,false,,
19254,Dusun Witu,dusu1267,Dusun Witu,duw,,-1.57408,114.979,,,PWMP,,false,,
19242,East Damar,east2472,East Damar,dmr,,-7.16991,128.636,,,PCMP,,false,,
19662,East Uvean,wall1257,East Uvean,wls,,-13.2903,-176.207,,,POC,,false,,
19205,Eastern Kadazan,labu1249,Labuk-Kinabatangan Kadazan,dtb,,5.51924,117.507,,,PWMP,,false,,
261,Eddystone/Mandegusu,simb1256,Simbo,sbb,,-8.26947,156.541,,,POC,lanyonorgill1969,false,,
593,Elat,band1355,Banda (Indonesia),bnd,,-5.42138,133.142,,,PCMP,,false,,
594,Emira,muss1246,Mussau-Emira,emi,,-1.44105,149.624,,,POC,,false,,
595,Ende,ende1246,Ende,end,,-8.70998,121.555,,,PCMP,,false,,
596,Enggano,engg1245,Enggano,eno,,-5.38846,102.245,,,PWMP,,false,,
263,Erai,iliu1237,Ili'uun,ilu,,-7.84385,125.902,,,PCMP,josselindejong1947,false,,
598,Ere,eree1241,Ere,twp,,-2.15569,147.083,,,POC,,false,,
19633,Fagani,faga1239,Fagani,faf,,-10.4479,161.662,,,POC,,false,,
19450,Faulili,paam1238,Paama,pma,,-16.47548,168.23693,,,POC,,false,,
19018,Favorlang/Babuza,favo1235,Favorlang,,,24.0017,120.585,,,Form.,,false,,
266,Fijian,fiji1243,Fijian,fij,,-18.0,178.33,,,POC,capell1968,false,,
19689,Fijian (Boumaa),fiji1243,Fijian,fij,,-18.0,178.33,,,POC,,false,,266
605,Fijian (dialectal),fiji1243,Fijian,fij,,-18.0,178.33,,,POC,,false,,266
603,Fijian (Eastern),fiji1243,Fijian,fij,,-18.0,178.33,,,POC,,false,,266
19600,Fijian (Lomaiviti),loma1261,Lomaiviti,lmv,,-18.0001,179.306,,,POC,,false,,266
19244,Fijian (Naitāsiri),namo1248,Namosi-Naitasiri-Serua,bwb,,-18.5308,177.637,,,POC,,false,,266
19243,Fijian (Namosi),namo1248,Namosi-Naitasiri-Serua,bwb,,-18.5308,177.637,,,POC,,false,,266
19664,Fijian (Rakiraki),fiji1243,Fijian,fij,,-18.0,178.33,,,POC,,false,,266
19245,Fijian (Waidina),sout2864,Southeast Viti Levu,,,-18.0,178.33,,,POC,,false,,266
19405,Filakara,mate1259,Mate-Nul-Filakara,,,-16.7612,168.334,,,POC,,false,,
18184,Fordata,ford1242,Fordata,frd,,-7.28902,131.511,,,PCMP,drabbe1932,false,,
19344,Fortsenal,fort1240,Kiai,frt,,-15.4484,166.931,,,POC,,false,,
19281,Futuna-Aniwa,futu1245,Futuna-Aniwa,fut,,-19.5303,170.215,,,POC,,false,,
607,Futunan,east2447,East Futuna,fud,,-14.278717,-178.137222,,,POC,,false,,
19767,Gaai,sega1243,Segai,sge,,1.97695,116.954,,,PWMP,smith2019a,false,,
286,Gabadi,abad1241,Abadi,kbt,,-9.03389,146.992,,,POC,capell1943,false,,
19720,Gad'ang,gada1258,Ga'dang,gdg,,17.2238,121.455,,,PWMP,,false,,
268,Gaddang,gadd1244,Gaddang,gad,,16.5468,121.177,,,PPH,reid1971,false,,
19231,Gah,alek1238,Alekano,gah,,-6.03901,145.387,,,PCMP,wallace1962,false,,
19319,Galoli,galo1243,Galoli-Talur,gal,,-8.61074,125.959,,,PCMP,,false,,
845,Gana,gana1277,Gana,gnq,,5.57583,116.145,,,PWMP,,false,,
609,Gapapaiwa,gapa1238,Gapapaiwa,pwg,,-9.73317,149.854,,,POC,,false,,
610,Gayō,gayo1244,Gayo,gay,,4.3733,97.3456,,,PWMP,,false,,
269,Gedaged,geda1237,Gedaged,gdd,,-5.18175,145.781,,,POC,mager1952,false,,
612,Geser,gese1240,Geser-Gorom,ges,,-3.8016,130.701,,,PCMP,wallace1962,false,,
19736,Ghanongga,ghan1242,Ghanongga,ghn,,-8.02035,156.552,,,POC,,false,,
613,Ghari,ghar1239,Ghari,gri,,-9.4791,159.917,,,POC,tryonandhackman1983,false,,
19379,Ghove,blab1237,Blablanga,blp,,-8.15058,159.419,,,POC,,false,,
614,Gilbertese,gilb1244,Gilbertese,gil,,0.179,173.64,,,POC,sabatier1971,false,,
615,Gimán,gane1237,Gane,gzn,,-0.42618,127.976,,,PSHWNG,wallace1962,false,,
270,Gitua,gitu1237,Gitua,ggt,,-6.0151,147.485,,,POC,lincoln1977,false,,
617,Gondang,sasa1249,Sasak,sas,,-8.58349,116.284,,,PWMP,,false,,
272,Gorontalo,goro1259,Gorontalo,gor,,0.62689,122.288,,,PPH,pateda1977,false,,
19663,Gumawana,guma1254,Gumawana,gvs,,-9.28497,150.762,,,POC,,false,,
19737,Hahon,haho1237,Hahon,hah,,-5.59031,154.801,,,POC,,false,,
19711,Haku,hako1237,Hakö,hao,,-5.06832,154.594,,,POC,,false,,
19250,Halia,hali1244,Halia,hla,,-5.26603,154.662,,,POC,,false,,
273,Hanunóo,hanu1241,Hanunoo,hnn,,12.4159,121.221,,,PPH,conklin1953,false,,
19734,Haununu,haun1237,Haununu,,,-10.5826,161.863,,,POC,,false,,
620,Hawaiian,hawa1245,Hawaiian,haw,,19.6297,-155.43,,,POC,pukuiandelbert1971,false,,
405,Hawu,sabu1255,Hawu,hvn,,-10.5522,121.847,,,PCMP,wijngaarden1896;foxnd;walker1982,false,,
621,Helong,helo1243,Helong,heg,,-10.2647,123.377,,,PCMP,,false,,
623,Hiligaynon,hili1240,Hiligaynon,hil,,10.4018,122.974,,,PPH,motus1971,false,,
624,Hitu,hitu1239,Hitu,htu,,-3.57478,128.186,,,PCMP,,false,,
625,Hiw,hiww1237,Hiw,hiw,,-13.126367,166.584857,,,POC,,false,,
626,Hoanya,papo1239,Papora-Hoanya,ppu,,24.324,120.577,,,Form.,,false,,
19321,Hoava,hoav1238,Hoava,hoa,,-8.19679,157.595,,,POC,,false,,
19673,Hote,hote1245,Hote,hot,,-7.07708,146.869,,,POC,,false,,
627,Hoti,hoti1237,Hoti of East Seram,hti,,-3.0083,130.168,,,PCMP,stresemann1927,false,,
628,Huaulu,huau1237,Huaulu,hud,,-2.95835,129.202,,,PCMP,,false,,
19602,Hukua,valp1237,Valpei,vlp,,-14.712,166.606,,,POC,,false,,
19659,Hula,hula1239,Hula,hul,,-9.99427,147.705,,,POC,,false,,
630,Iaai,iaai1238,Iaai,iai,,-20.6301,166.59,,,POC,,false,,
19582,Iarkei,whit1269,Whitesands,tnp,,-19.5019,169.381,,,POC,,false,,
19182,Ibaloy,ibal1244,Ibaloi,ibl,,16.4263,120.695,,,PPH,ballard2011,false,,
276,Iban,iban1264,Iban,iba,,2.09041,112.934,,,PWMP,richards1981,false,,
632,Iban (Lemanak),iban1264,Iban,iba,,2.09041,112.934,,,PWMP,,false,,276
633,Ibanag,iban1267,Ibanag,ibg,,17.4201,121.891,,,PPH,mcfarland1977,false,,
19385,Ibatan,ibat1238,Ibatan,ivb,,18.9398,121.909,,,PPH,mareeandtomas2012,false,,
18943,Ida'an Begak,idaa1241,Ida'an,dbj,,5.29059,118.515,,,PWMP,,false,,
635,Idate,laka1255,Lakalei,lka,,-8.86372,125.716,,,PCMP,,false,,
19667,Iduna,idun1242,Iduna,viv,,-9.34361,150.24,,,POC,,false,,
636,Ifugaw,mayo1262,Mayoyao Ifugao,ifu,,16.9984,121.29,,,PPH,lambrecht1978,false,,
637,Ifugaw (Amganad),amga1235,Amganad Ifugao,ifa,,16.9016,121.042,,,PPH,reid1971,false,,636
18225,Ifugaw (Batad),bata1298,Batad Ifugao,ifb,,16.8266,121.23,,,PPH,newell1993,false,,636
639,Ifugaw (Bayninan),kele1259,Keley-i Kallahan,ify,,16.7099,121.035,,,PPH,reid1971,false,,636
19772,Ifugaw (Keley-i),kele1259,Keley-i Kallahan,ify,,16.7099,121.035,,,PPH,hohulinhohulinandmaddawat2018,false,,636
279,Ilokano,ilok1237,Iloko,ilo,,15.9361,120.993,,,PPH,rubino2000;carro1956,false,,
642,Ilongot,ilon1239,Ilongot,ilk,,16.3785,121.547,,,PPH,,false,,
19613,Ilongot (Kakiduge:n),ilon1239,Ilongot,ilk,,16.3785,121.547,,,PPH,reid1971,false,,
19340,Inati,atii1237,Ati,atk,,11.1539,122.512,,,PPH,,false,,
