ID,Name,Glottocode,Glottolog_Name,ISO639P3code,Macroarea,Latitude,Longitude,Family,Abbr,Group,Source,Is_Proto,Description,Dialect_Of
645,Irarutu,irar1238,Irarutu,irh,,-2.94438,133.586,,,PSHWNG,,false,,
646,Isinay,isin1239,Isinai,inn,,16.3299,121.12,,,PPH,,false,,
647,Isneg,isna1241,Isnag,isd,,18.2139,121.16,,,PPH,vanoverbergh1972,false,,
648,Itawis,itaw1240,Itawit,itv,,17.7329,121.58,,,PPH,tharpandnatividad1976,false,,
282,Itbayaten,ivat1242,Itbayat,ivv,,20.77,121.85,,,PPH,yamada1976,false,,
18955,Itneg (Binongan),bino1237,Binongan Itneg,itb,,17.5972,120.876,,,PPH,,false,,
18956,Ivatan,ivat1242,Itbayat,ivv,,20.77,121.85,,,PPH,,false,,
19549,Ivatan (Isamorong),ivat1242,Itbayat,ivv,,20.77,121.85,,,PPH,,false,,18956
284,Jarai,jara1266,Jarai,jra,,13.6161,107.813,,,PWMP,lafont1968,false,,
285,Javanese,java1254,Javanese,jav,,-7.001,109.287,,,PWMP,pigeaud1938;horne1974,false,,
19683,Javanese (Krama),java1254,Javanese,jav,,-7.001,109.287,,,PWMP,,false,,285
661,Jawe,jawe1237,Jawe,jaz,,-20.6648,164.676,,,POC,,false,,
19505,Kadazan (Kimanis),coas1294,Coastal Kadazan,kzj,,5.77065,116.063,,,PWMP,,false,,
19561,Kadazan (Membakut),coas1294,Coastal Kadazan,kzj,,5.77065,116.063,,,PWMP,,false,,
19541,Kadazan (Papar),coas1294,Coastal Kadazan,kzj,,5.77065,116.063,,,PWMP,,false,,
287,Kadazan Dusun,coas1294,Coastal Kadazan,kzj,,5.77065,116.063,,,PWMP,antonissen1958,false,,
665,Kahua,kahu1241,Kahua,agw,,-10.6963,162.191,,,POC,,false,,
666,Kaidipang,kaid1239,Kaidipang,kzp,,0.85641,123.217,,,PPH,,false,,
667,Kairiru,kair1263,Kairiru,kxa,,-3.34608,143.558,,,POC,wivell1981,false,,
19377,Kaiwa,iwal1237,Iwal,kbm,,-7.20938,146.983,,,POC,,false,,
670,Kalagan,kala1388,Kalagan,kqe,,6.8126,125.328,,,PPH,reid1971,false,,
18285,Kalamian Tagbanwa,cala1258,Calamian Tagbanwa,tbk,,12.0716,120.094,,,PPH,reid1971;ruchnd,false,,
672,Kalinga,lubu1243,Lubuagan Kalinga,knb,,17.3879,121.0365,,,PPH,reid1971,false,,
673,Kalinga (Guinaang),lubu1243,Lubuagan Kalinga,knb,,17.3879,121.0365,,,PPH,reid1971,false,,672
676,Kallahan (Kayapa),ahin1234,Ahin-Kayapa Kalanguya,kak,,16.321,120.90003,,,PPH,reid1971,false,,
288,Kamarian,kama1362,Kamarian,kzx,,-3.40779,128.526,,,PCMP,ekris186465,false,,
678,Kambera,kamb1299,Kambera,xbr,,-9.88447,120.235,,,PCMP,onvlee1984,false,,
679,Kambera (Mangili),kamb1299,Kambera,xbr,,-9.88447,120.235,,,PCMP,,false,,678
680,Kanakanabu,kana1286,Kanakanavu,xnb,,23.3235,120.887,,,Form.,tsuchida1976,false,,
681,Kaniet,kani1282,Kaniet,ktk,,-1.51777,145.086,,,POC,,false,,
289,Kankanaey,kank1243,Kankanaey,kne,,16.8548,120.689,,,PPH,vanoverbergh1933,false,,
19593,Kankanaey (Northern),nort2877,Northern Kankanay,xnn,,17.1057,120.786,,,PPH,reid1971,false,,
290,Kanowit,kano1244,Kanowit-Tanjong Melanau,kxn,,2.03781,112.383,,,PWMP,ray1913,false,,
18937,Kantu',mala1480,Malayic Dayak,xdy,,-2.78384,111.136,,,PWMP,,false,,
291,Kapampangan,pamp1243,Pampanga,pam,,14.9603,120.502,,,PPH,forman1971,false,,
292,Kapingamarangi,kapi1249,Kapingamarangi,kpg,,1.039166,154.797223,,,POC,lieberanddikepa1974,false,,
687,Kapuas,ngaj1237,Ngaju,nij,,-1.58463,112.794,,,PWMP,,false,,
19693,Kara,kara1486,Kara (Papua New Guinea),leu,,-2.81957,151.111,,,POC,,false,,
19621,Kara (East),east2453,East Kara,,,-2.81957,151.111,,,POC,,false,,19693
18314,Karo Batak,bata1293,Batak Karo,btx,,2.12787,98.2517,,,PWMP,neumann1951,false,,
689,Karo Batak (Kembaren),bata1293,Batak Karo,btx,,2.12787,98.2517,,,PWMP,,false,,18314
19758,Katbol,katb1237,Avava,tmb,,-16.2701,167.484,,,POC,,false,,
690,Katingan,ngaj1237,Ngaju,nij,,-1.58463,112.794,,,PWMP,,false,,
19516,Kaulong,kaul1240,Kaulong,pss,,-6.08192,149.696,,,POC,,false,,
293,Kavalan,kava1241,Kavalan,ckv,,24.6947,121.645,,,Form.,liandtsuchida2006,false,,
294,Kayan,busa1255,Busang Kayan,bfg,,0.03494,115.401,,,PWMP,southwell1980,false,,
18127,Kayan (Busang),busa1255,Busang Kayan,bfg,,0.03494,115.401,,,PWMP,,false,,294
753,Kayan (Long Atip),bara1370,Baram Kayan,kys,,3.51211,114.482,,,PWMP,blust1971,false,,294
1098,Kayan (Uma Bawang),bara1370,Baram Kayan,kys,,3.51211,114.482,,,PWMP,blust1971,false,,294
438,Kayan (Uma Juman),reja1241,Rejang Kayan,ree,,2.71903,114.169,,,PWMP,esser1964;blust1971,false,,294
693,Kayeli,kaye1241,Kayeli,kzl,,-3.39247,127.118,,,PCMP,capell1943,false,,
694,Kayupulau,kayu1243,Kayupulau,kzu,,-2.54415,140.626,,,POC,,false,,
19645,Keapara,keap1239,Keapara,khz,,-10.1342,147.95,,,POC,,false,,
695,Kédang,keda1252,Kedang,ksx,,-8.23039,123.77,,,PCMP,,false,,
298,Kei,keii1239,Kei,kei,,-5.63948,133.02,,,PCMP,geurtjens1921,false,,
19372,Kejaman,kaja1250,Kajaman,kag,,2.78613,113.886,,,PWMP,smith2017a,false,,
299,Kelabit,kela1258,Kelabit,kzi,,3.31783,115.428,,,PWMP,blust1971,false,,
762,Kelabit (Long Napir),kela1258,Kelabit,kzi,,3.31783,115.428,,,PWMP,blust1971,false,,299
19768,Kelai,kela1259,Kelai,,,1.97695,116.954,,,PWMP,smith2019a,false,,
19257,Kele,kele1258,Kele (Papua New Guinea),sbc,,-2.09163,147.064,,,POC,,false,,
675,Keley-i,kele1259,Keley-i Kallahan,ify,,16.7099,121.035,,,PPH,reid1971;hohulinhohulinandmaddawat2018,false,,
699,Kemak,kema1243,Kemak,kem,,-9.00299,125.159,,,PCMP,,false,,
700,Kembayan,kemb1249,Mateq,xem,,0.66181,110.468,,,PWMP,,false,,
300,Kenyah,sebo1238,Sebop,sib,,3.42701,114.178,,,PWMP,galvin1967,false,,
19208,Kenyah (Lebu’ Kulit),waha1238,Eastern Lowland Kenyah,whk,,1.56635,116.655,,,PWMP,soriente2006,false,,300
19509,Kenyah (Lepu Anan),main1275,Usun Apau Kenyah,xkl,,3.42975,116.47431,,,PWMP,blust1971,false,,300
19207,Kenyah (Lepu Tau),main1275,Usun Apau Kenyah,xkl,,3.42975,116.47431,,,PWMP,galvin1967,false,,300
317,Kenyah (Long Anap),main1275,Usun Apau Kenyah,xkl,,3.42975,116.47431,,,PWMP,blust1971,false,,300
754,Kenyah (Long Atun),sebo1238,Sebop,sib,,3.42701,114.178,,,PWMP,blust1971,false,,300
755,Kenyah (Long Dunin),long1406,Western Lowland Kenyah,ttw,,3.85226,114.82,,,PWMP,blust1971,false,,300
19324,Kenyah (Long Ikang),long1400,Long Ekang,,,3.42701,114.178,,,PWMP,blust1971,false,,300
19228,Kenyah (Long Jeeh),main1275,Usun Apau Kenyah,xkl,,3.42975,116.47431,,,PWMP,blust1971,false,,300
763,Kenyah (Long Nawang),main1275,Usun Apau Kenyah,xkl,,3.42975,116.47431,,,PWMP,,false,,300
19276,Kenyah (Long San),long1406,Western Lowland Kenyah,ttw,,3.85226,114.82,,,PWMP,blust1971,false,,300
765,Kenyah (Long Selaaʻn),long1406,Western Lowland Kenyah,ttw,,3.85226,114.82,,,PWMP,blust1971,false,,300
19298,Kenyah (Long Wat),long1406,Western Lowland Kenyah,ttw,,3.85226,114.82,,,PWMP,blust1971,false,,300
19195,Kenyah (Òma Lóngh),umal1238,Uma' Lung,ulu,,3.25,116.5,,,PWMP,soriente2006,false,,300
19178,Keo,keoo1238,Kéo,xxk,,-8.8704,121.256,,,PCMP,,false,,
19472,Kilenge,kile1242,Kilenge,,,-5.61613,148.445,,,POC,,false,,
19026,Kilivila,kili1267,Kilivila,kij,,-8.72574,151.072,,,POC,senft1986,false,,
19025,Kilokaka,zaza1245,Zazao,jaj,,-8.18719,159.255,,,POC,,false,,
19599,Kimaragang Dusun,kima1244,Kimaragang,kqr,,6.61982,116.96,,,PWMP,,false,,
19589,Kinabatangan,uppe1427,Upper Kinabatangan,dmg,,5.31911,116.901,,,PWMP,,false,,
19566,Kinaray-a,kina1250,Kinaray-a,krj,,10.8131,122.297,,,PPH,,false,,
18958,Kiput,kipu1237,Kiput,kyi,,4.16535,114.367,,,PWMP,blust1971,false,,
704,Kis,kiss1246,Kis,kis,,-3.83909,143.96,,,POC,,false,,
302,Kisar,kisa1266,Kisar,kje,,-8.05122,127.18,,,PCMP,jonker1932,false,,
19774,Klata,gian1241,Giangan,bgi,,6.99967,125.359,,,PPH,zorc2019,false,,
706,Kodi,kodi1247,Kodi,kod,,-9.6373,119.114,,,PCMP,,false,,
19218,Kokota,koko1269,Kokota,kkk,,-8.16481,159.191,,,POC,,false,,
19383,Kola,kola1285,Kola,kvv,,-5.48833,134.592,,,PCMP,,false,,
708,Komodo,komo1261,Komodo,kvh,,-8.64518,119.477,,,PCMP,verheijen1982,false,,
19499,Koro,bowa1234,Manus Koro,kxr,,-2.03429,147.14267,,,POC,,false,,
19469,Koroni,koro1311,Koroni,xkq,,-2.6367,121.977,,,PWMP,,false,,
713,Kosraean,kosr1238,Kosraean,kos,,5.31,162.98,,,POC,lee1976,false,,
709,Kove,kove1237,Kove,kvc,,-5.58623,149.63,,,POC,,false,,
304,Kowiai/Koiwai,kowi1239,Kowiai,kwh,,-4.21954,133.468,,,PSHWNG,walker1990,false,,
19572,Kujau,kuij1237,Kuijau,dkr,,5.47179,116.108,,,PWMP,,false,,
19710,Kukuya,mina1269,Minaveha,mvn,,-9.59922,150.501,,,POC,,false,,
710,Kulawi,moma1242,Moma,myl,,-1.4313,120.009,,,PWMP,,false,,
19318,Kulisusu,kuli1254,Kulisusu,vkl,,-4.58411,123.045,,,PWMP,,false,,
711,Kurudu,kuru1305,Kurudu,kjr,,-1.8444,137.018,,,PSHWNG,,false,,
712,Kuruti,kurt1250,Kurti,ktm,,-2.01187,147.036,,,POC,,false,,
19638,Kusaghe,kusa1253,Kusaghe,,,-8.04056,157.463,,,POC,,false,,
19550,Kuyonon,cuyo1237,Cuyonon,cyo,,10.3201,119.3,,,PWMP,,false,,
307,Kwaio,kwai1243,Kwaio,kwd,,-8.93744,160.965,,,POC,keesing1975,false,,
19307,Kwamera,kwam1252,Kwamera,tnk,,-19.5954,169.442,,,POC,,false,,
18944,Kwara'ae,kwar1239,Kwara'ae,kwf,,-8.75779,160.804,,,POC,pawley1972,false,,
309,Label,labe1239,Label,lbb,,-4.46971,152.678,,,POC,peekel192930,false,,
19679,Labu,labu1248,Labu,lbu,,-6.75,146.903,,,POC,,false,,
19514,Labuk-Kinabatangan Kadazan,labu1249,Labuk-Kinabatangan Kadazan,dtb,,5.51924,117.507,,,PWMP,,false,,
19708,Laghu,lagh1246,Laghu,lgb,,-8.00509,158.961,,,POC,,false,,
19289,Laha,laha1251,Laha (Indonesia),lhh,,-3.70755,128.073,,,PCMP,,false,,
310,Lahanan,laha1253,Lahanan,lhn,,2.72734,113.947,,,PWMP,rousseaund,false,,
877,Lakalai,naka1262,Nakanai,nak,,-5.59931,150.888,,,POC,,false,,
19581,Lakona,lako1245,Lakon,lkn,,-14.29899,167.429382,,,POC,,false,,
19031,Lamaholot,lama1277,Lamaholot,slp,,-8.36439,122.803,,,PCMP,pampus1999,false,,
720,Lamaholot (dialectal),lama1277,Lamaholot,slp,,-8.36439,122.803,,,PCMP,pampus1999,false,,19031
19339,Lamboya,lamb1273,Lamboya,lmy,,-9.70434,119.344,,,PCMP,,false,,
19610,Lamenu,lame1260,Lamenu,lmu,,-16.6098,168.171,,,POC,,false,,
19608,Lametin,mere1242,Merei,lmb,,-15.2839,166.905,,,POC,,false,,
721,Lamogai,lamo1244,Lamogai,lmg,,-5.87071,149.321,,,POC,,false,,
722,Lampung,lamp1243,Lampung Api,ljp,,-5.73463,105.037,,,PWMP,walker1975;walker1976,false,,
19704,Langalanga,wala1266,Wala,lgl,,-8.81936,160.741,,,POC,,false,,
723,Lara Land Dayak,rara1235,Rara Bakati',lra,,1.27026,109.539,,,PWMP,,false,,
724,Larevat,lare1249,Larevat,lrv,,-16.1971,167.387,,,POC,,false,,
19240,Larike,lari1255,Larike-Wakasihu,alo,,-3.76522,127.956,,,PCMP,laidig1993,false,,
313,Lau,lauu1247,Lau,llu,,-8.51018,160.872,,,POC,fox1974,false,,
726,Lauje,lauj1238,Lauje,law,,0.50708,120.262,,,PWMP,,false,,
19263,Laura,laur1249,Laura,lur,,-9.4296,119.19,,,PCMP,,false,,
19647,Lavongai,tung1290,Tungag,lcm,,-2.52188,150.198,,,POC,,false,,
727,Lawangan,lawa1257,Lawangan,lbx,,-1.80261,115.876,,,PWMP,,false,,
19435,Lehalurup,leha1244,Lehalurup,urr,,-13.542726,167.343342,,,POC,tryon1976,false,,
730,Leipon,leip1237,Leipon,lek,,-1.9665,147.226,,,POC,,false,,
19510,Lelak,lela1246,Lelak,llk,,4.11426,114.029,,,PWMP,,false,,
19255,Lele,lele1270,Lele (Papua New Guinea),lle,,-2.04783,147.207,,,POC,blust1975,false,,
19366,Lelepa,lele1267,Lelepa,lpa,,-17.6042,168.202,,,POC,,false,,
19511,Lemeting,bela1260,Lemeting,beg,,4.96207,114.933,,,PWMP,,false,,
19305,Lenakel,lena1238,Lenakel,tnl,,-19.4763,169.261,,,POC,,false,,
19362,Lengo,leng1259,Lengo,lgr,,-9.56425,160.42,,,POC,,false,,
18950,Lenkau,lenk1247,Lenkau,ler,,-2.33367,147.742,,,POC,,false,,
733,Letemboi,lete1241,Letemboi-Repanbitip,nms,,-16.4339,167.566,,,POC,,false,,
316,Leti,leti1246,Leti (Indonesia),lti,,-8.19808,127.674,,,PCMP,jonker1932,false,,
735,Levei,kheh1237,Khehek,tlx,,-2.06626,146.746,,,POC,,false,,
19517,Leviamp,bign1238,Big Nambas,nmb,,-16.0903,167.239,,,POC,,false,,
19655,Lewo,lewo1242,Lewo,lww,,-16.7612,168.334,,,POC,,false,,
19590,Lihir,lihi1237,Lihir,lih,,-3.18895,152.606,,,POC,,false,,
319,Likum,liku1243,Likum,lib,,-2.16157,146.695,,,POC,blust1975,false,,
739,Lindrou,nyin1250,Nyindrou,lid,,-2.1143,146.627,,,POC,,false,,
740,Lingarak,ling1265,Neverver,lgk,,-16.1986,167.499,,,POC,,false,,
19526,Lingkabau,ling1266,Lingkabau Sugut,,,6.2892,117.322,,,PWMP,,false,,
18938,Li'o,lioo1240,Li'o,ljl,,-8.68615,121.832,,,PCMP,vandierendoncknd,false,,
19506,Lobu Lanas,lana1236,Lanas Lobu,ruu,,5.39196,116.577,,,PWMP,,false,,
19583,Lobu Tampios,tamp1254,Tampias Lobu,low,,5.72467,116.789,,,PWMP,,false,,
19712,Lolak,lola1250,Lolak,llq,,0.85544,124.117,,,PPH,,false,,
19771,Long Gelat Modang,long1405,Long Glat,,,0.80793,116.573,,,PWMP,,false,,
19584,Penan (Long Lamai),east2485,Eastern Penan,pez,,4.5915,114.584,,,PWMP,,false,,18658
745,Longgu,long1395,Longgu,lgu,,-9.75258,160.663,,,POC,,false,,
321,Loniu,loni1238,Loniu,los,,-2.06124,147.35,,,POC,blust1975,false,,
320,Lonwolwol,lonw1238,Lonwolwol,crc,,-16.2286,168.016,,,POC,paton1973,false,,
322,Lou,louu1245,Lou,loj,,-2.38659,147.346,,,POC,blust1975,false,,
749,Luang,luan1263,Luang,lex,,-8.18378,127.944,,,PCMP,taber1993,false,,
19740,Luangiua,onto1237,Luangiua,ojv,,-5.49029,159.701,,,POC,,false,,
19370,Luilang,keta1243,Ketangalan,kae,,25.0257,121.425,,,Form.,,false,,
19728,Lukep,loke1237,Lokep,,,-5.31671,147.103,,,POC,,false,,
19607,Lukep (Pono),arop1244,Arop,,,-5.31671,147.103,,,POC,,false,,19728
19418,Lun Dayeh,lund1271,Lundayeh,lnd,,4.25064,115.5,,,PWMP,blust1971,false,,
19653,Lun Dayeh (Kemaloh),lund1271,Lundayeh,lnd,,4.25064,115.5,,,PWMP,ganangcrainandpearsonrounds2008,false,,19418
19630,Lun Dayeh (Long Semado),lund1271,Lundayeh,lnd,,4.25064,115.5,,,PWMP,,false,,19418
751,Lundu,rara1235,Rara Bakati',lra,,1.27026,109.539,,,PWMP,,false,,
19287,Lungga,lung1249,Lungga,lga,,-8.17469,156.573,,,POC,,false,,
19308,Lusi,lusi1240,Lusi,khl,,-5.55033,149.148,,,POC,,false,,
770,Ma'anyan,maan1238,Ma'anyan,mhy,,-2.1239,115.092,,,PWMP,hudson1967,false,,
324,Madurese,nucl1460,Madurese,mad,,-7.0,113.0,,,PWMP,safioedin1977,false,,
19627,Mae,maee1241,Tirax,mme,,-15.9914,167.288,,,POC,,false,,
19611,Mae-Morae,maii1238,Maii,mmm,,-16.7388,168.211,,,POC,,false,,
19632,Maewo,maew1234,Maewo,,,-15.101949,168.11731366666666,,,POC,,false,,
772,Mafea,mafe1237,Mafea,mkv,,-15.4316,167.241,,,POC,,false,,
773,Magori,mago1248,Magori,zgr,,-10.2321,149.26,,,POC,,false,,
19520,Maguindanao,magu1243,Maguindanao,mdh,,6.9453,124.509,,,PPH,,false,,
774,Mailu,mail1248,Mailu,mgu,,-10.3657,149.521,,,POC,,false,,
325,Makassarese,maka1311,Makasar,mak,,-5.65551,119.838,,,PWMP,cense1979,false,,
776,Makassarese (Bantaeng),bent1237,Bentong,bnu,,-4.76004,119.806,,,PWMP,,false,,325
777,Makassarese (Salayar),sela1260,Selayar,sly,,-6.10145,120.496,,,PWMP,,false,,325
778,Makatea,emae1237,Emae,mmw,,-17.052,168.399,,,POC,,false,,
18432,Malagasy,plat1254,Plateau Malagasy,plt,,-19.5907,47.1211,,,PWMP,richardson1885,false,,
781,Malagasy (Provincial),plat1254,Plateau Malagasy,plt,,-19.5907,47.1211,,,PWMP,,false,,18432
782,Malagasy (Sakalava),saka1291,West Malagasy Sakalava,skg,,-20.28,44.32,,,PWMP,,false,,18432
19604,Malagasy (Taimoro),anta1259,Antaimoro,,,-19.5907,47.1211,,,PWMP,,false,,18432
19477,Malango,mala1484,Malango,mln,,-9.61383,160.118,,,POC,,false,,
19565,Malaweg,mala1534,Malaweg,,,17.844833,121.391322,,,PWMP,,false,,
326,Malay,mala1479,Central Malay,zlm,,1.85856,103.0,,,PWMP,wilkinson1959,false,,
19426,Malay (Ambon),ambo1250,Ambonese Malay,abs,,-3.71342,128.184,,,PWMP,,false,,326
19005,Malay (Baba),baba1267,Baba Malay,mbf,,1.75414,103.076,,,PWMP,,false,,326
787,Malay (Borneo),,,,,,,,,PWMP,,false,,326
788,Malay (Brunei),brun1242,Brunei,kxd,,4.456045,114.429505,,,PWMP,,false,,326
789,Malay (Deli),mala1479,Central Malay,zlm,,1.85856,103.0,,,PWMP,,false,,326
18430,Malay (Jakarta),beta1252,Betawi,bew,,-6.21174,107.022,,,PWMP,wilkinson1959,false,,326
791,Malay (Java),beta1252,Betawi,bew,,-6.21174,107.022,,,PWMP,,false,,326
792,Malay (Johore),mala1479,Central Malay,zlm,,1.85856,103.0,,,PWMP,,false,,326
18996,Malay (Kedah),keda1251,Kedah-Perak Malay,meo,,5.933,100.492,,,PWMP,,false,,326
18431,"Malay (Kedah, Kelantan)",mala1479,Central Malay,zlm,,1.85856,103.0,,,PWMP,,false,,326
794,Malay (Kelantan),patt1249,Kelantan-Pattani Malay,mfa,,6.38148,101.41,,,PWMP,,false,,326
19278,Malay (Middle),cent2053,South Barisan Malay,pse,,-3.79673,103.137,,,PWMP,,false,,326
795,Malay (Orang Laut),duan1242,Duano,dup,,0.72162,103.46759,,,PWMP,,false,,326
796,Malay (Pahang),mala1479,Central Malay,zlm,,1.85856,103.0,,,PWMP,,false,,326
797,Malay (Pattani),patt1249,Kelantan-Pattani Malay,mfa,,6.38148,101.41,,,PWMP,,false,,326
798,Malay (Penang),keda1251,Kedah-Perak Malay,meo,,5.933,100.492,,,PWMP,,false,,326
799,Malay (Perak),mala1479,Central Malay,zlm,,1.85856,103.0,,,PWMP,,false,,326
800,Malay (Riau),mala1479,Central Malay,zlm,,1.85856,103.0,,,PWMP,,false,,326
801,Malay (Sarawak),mala1479,Central Malay,zlm,,1.85856,103.0,,,PWMP,,false,,326
802,Malay (Sumatra),mala1479,Central Malay,zlm,,1.85856,103.0,,,PWMP,,false,,326
803,Malay (Trengganu),mala1479,Central Malay,zlm,,1.85856,103.0,,,PWMP,,false,,326
804,Malay (Ulu Pahang),mala1479,Central Malay,zlm,,1.85856,103.0,,,PWMP,,false,,326
805,Malay (W.Sumatra),mina1268,Minangkabau,min,,-0.896,100.44,,,PWMP,,false,,326
806,Maleu,male1289,Maleu-Kilenge,mgl,,-5.61613,148.445,,,POC,,false,,
19459,Malfaxal,malf1237,Na'ahai,mlx,,-16.5499,167.509,,,POC,,false,,
19636,Malmariv,mere1242,Merei,lmb,,-15.2839,166.905,,,POC,,false,,
327,Maloh,emba1238,Embaloh,emb,,1.3156,112.63,,,PWMP,king1976,false,,
808,Maloh (Palin),emba1238,Embaloh,emb,,1.3156,112.63,,,PWMP,,false,,327
809,Mamanwa,mama1275,Minamanwa,mmn,,9.44744,125.548,,,PPH,reid1971,false,,
810,Mambai,mamb1306,Mambae,mgm,,-9.19552,125.475,,,PCMP,,false,,
811,Mamben,sasa1249,Sasak,sas,,-8.58349,116.284,,,PWMP,,false,,
19578,Mamuju,mamu1255,Mamuju,mqx,,-2.50762,119.082,,,PWMP,,false,,
328,Manam,mana1295,Manam,mva,,-4.07921,145.033,,,POC,bohm1975,false,,
813,Mandar,mand1442,Mandar,mdr,,-3.34717,119.068,,,PWMP,muthalib1977,false,,
18477,Mandaya,kara1489,Mandaya,mry,,7.50481,126.409,,,PWMP,,false,,
816,Manggarai,mang1405,Manggarai,mqy,,-8.55748,120.329,,,PCMP,verheijen196770,false,,
19628,Manggarai (Central),cent2073,Central Manggarai,,,-8.55748,120.329,,,PCMP,,false,,816
19722,Manggarai (Mulu),mang1405,Manggarai,mqy,,-8.55748,120.329,,,PCMP,,false,,816
19347,Manggarai (Pacar),mang1405,Manggarai,mqy,,-8.55748,120.329,,,PCMP,,false,,816
817,Manggarai (West),mang1405,Manggarai,mqy,,-8.55748,120.329,,,PCMP,,false,,816
19730,Mangseng,mang1403,Mangseng,mbh,,-5.89752,150.68,,,POC,,false,,
19765,Manide,cama1250,Camarines Norte Agta,abd,,14.1571,122.835,,,PPH,,false,,
19759,Manipa,mani1297,Manipa,mqp,,-3.30342,127.565,,,PCMP,collins1983,false,,
19484,Manobo (Agusan),agus1235,Agusan Manobo,msm,,8.62731,125.742,,,PPH,,false,,
821,Manobo (Dibabawon),diba1242,Dibabawon Manobo,mbd,,7.85664,126.018,,,PPH,reid1971,false,,
822,Manobo (Ilianen),ilia1236,Ilianen Manobo,mbi,,7.34448,124.766,,,PPH,reid1971,false,,
820,Manobo (Kalamansig Cotabato),cota1241,Cotabato Manobo,mta,,6.39417,124.234,,,PPH,reid1971,false,,
823,Manobo (Sarangani),sara1327,Sarangani Manobo,mbs,,5.84903,125.499,,,PPH,reid1971,false,,
824,Manobo (Tigwa),mati1250,Matigsalug Manobo,mbt,,7.72124,125.16,,,PPH,reid1971,false,,
819,Manobo (Western Bukidnon),west2555,Western Bukidnon Manobo,mbb,,7.6682,124.825,,,PPH,elkins1968,false,,
818,Manobo (Ata),atam1240,Ata Manobo,atd,,7.7789,125.499,,,PPH,,false,,
825,Mansaka,mans1262,Mansaka,msk,,6.79221,126.181,,,PPH,svelmoeandsvelmoe1990,false,,
826,Manusela,manu1258,Manusela,wha,,-3.1109,129.429,,,PCMP,,false,,
330,Maori,maor1246,Maori,mri,,-38.2881,176.541,,,POC,williams1971,false,,
828,Mapos,mapo1242,Mapos Buang,bzh,,-6.86672,146.774,,,POC,,false,,
19742,Mapos Buang,mapo1242,Mapos Buang,bzh,,-6.86672,146.774,,,POC,,false,,
19365,Mapremo,lewo1242,Lewo,lww,,-16.7612,168.334,,,POC,,false,,
19176,Mapun,mapu1244,Mapun,sjm,,6.09061,118.75,,,PWMP,,false,,
331,Maranao,mara1404,Maranao,mrw,,7.79414,124.175,,,PPH,mckaughanandmacaraya1967,false,,
19760,Marau₁,mara1397,Marau,mvr,,-1.66738,135.797,,,PSHWNG,anceaux1961,false,,
830,Marau₂,mara1397,Marau,mvr,,-1.66738,135.797,,,POC,tryonandhackman1983,false,,
831,Marino,mari1426,Sunwadia,mrb,,-14.970047,168.057941,,,POC,tryon1976,false,,
832,Marovo,maro1244,Marovo,mvo,,-8.37943,157.747,,,POC,,false,,
19258,Marquesan,nort2845,North Marquesan,mrq,,-8.89412,-140.108,,,POC,,false,,
833,Marshallese,mars1254,Marshallese,mah,,8.72,167.73,,,POC,aboetal1976,false,,
19631,Marshallese (Eastern),mars1254,Marshallese,mah,,8.72,167.73,,,POC,,false,,833
19269,Marshallese (Western),mars1254,Marshallese,mah,,8.72,167.73,,,POC,,false,,833
19186,Masbatenyo,masb1238,Masbatenyo,msb,,12.21453,123.63579,,,PPH,,false,,
834,Masiwang,masi1266,Masiwang,bnf,,-3.29547,130.601,,,PCMP,,false,,
19226,Maskelynes,mask1242,Maskelynes,klv,,-16.5073,167.818,,,POC,,false,,
19626,Maxbaxo,avok1244,Avok,,,-16.536653,167.773866,,,POC,,false,,
837,Mayá,maya1282,Misool-Salawati Ma'ya,slz,,-1.22329,130.909,,,PSHWNG,,false,,
815,Mbula,mbul1263,Mbula,mna,,-5.66965,148.041,,,POC,bugenhagenandbugenhagen2007,false,,
19670,Medebur,mede1237,Medebur,mjm,,-4.49918,145.425,,,POC,,false,,
19769,Mei Lan Modang,moda1244,Modang,mxd,,0.80793,116.573,,,PWMP,,false,,
838,Mekeo (East),meke1243,Mekeo,mek,,-8.23853,146.586,,,POC,jones1998,false,,
515,Melanau (Balingian),cent2101,Central Melanau,mel,,2.524086,111.346451,,,PWMP,,false,,
836,Melanau (Matu),daro1239,Daro-Matu Melanau,dro,,2.54435,111.536,,,PWMP,,false,,
349,Melanau (Mukah),cent2101,Central Melanau,mel,,2.524086,111.346451,,,PWMP,blust1971,false,,
991,Melanau (Sarikei),cent2101,Central Melanau,mel,,2.524086,111.346451,,,PWMP,,false,,
18953,Melanau Dalat,cent2101,Central Melanau,mel,,2.524086,111.346451,,,PWMP,,false,,
576,Melanau Dalat (Kampung Kekan),cent2101,Central Melanau,mel,,2.524086,111.346451,,,PWMP,,false,,18953
577,Melanau Dalat (Kampung Teh),cent2101,Central Melanau,mel,,2.524086,111.346451,,,PWMP,,false,,18953
839,Mele-Fila,mele1250,Mele-Fila,mxe,,-17.6841,168.275,,,POC,,false,,
840,Mendak,mada1285,Madak,mmx,,-3.34342,151.967,,,POC,,false,,
841,Mengen,meng1267,Mengen,mee,,-5.47036,151.373,,,POC,,false,,
19658,Mengen (Poeng),meng1267,Mengen,mee,,-5.47036,151.373,,,POC,,false,,
335,Mentawai,ment1249,Mentawai,mwv,,-1.41092,98.9401,,,PWMP,morris1900,false,,
